Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RV,Dimension SV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVP19V085S,22219 ,85 mm,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp19v085s,Mounted Bearing,22219,85 mm,Metric,QVP19V085SB/QVP19V085SC/QVP19V085SEB/QVP19V085SEC/QVP19V085SEM/QVP19V085SEN/QVP19V085SEO/QVP19V085SET/QVP19V085SM/QVP19V085SN/QVP19V085SO/QVP19V085ST,Single V-Lock,Two-Bolt Pillow Block,0883450014243/0883450032384/0883450094344/0883450094818/0883450106658/0883450106788/0883450113120/0883450113403/0883450125864/0883450126298/0883450137478/0883450137560,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.23 in/5.8 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPA20V085S,22220 ,85 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa20v085s,Mounted Bearing,22220,85 mm,Metric,QVPA20V085SB/QVPA20V085SC/QVPA20V085SEB/QVPA20V085SEC/QVPA20V085SEM/QVPA20V085SEN/QVPA20V085SEO/QVPA20V085SET/QVPA20V085SM/QVPA20V085SN/QVPA20V085SO/QVPA20V085ST,Single V-Lock,Two-Bolt Pillow Block,0883450146401/0883450146555/0883450151900/0883450152051/0883450165150/0883450168915/0883450182119/0883450183185/0883450259057/0883450260527/0883450281867/0883450282017,4.5 in/114.3 mm,8.63 in/219.2 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.19 in/4.8 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPL19V085S,22219 ,85 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl19v085s,Mounted Bearing,22219,85 mm,Metric,QVPL19V085SB/QVPL19V085SC/QVPL19V085SEB/QVPL19V085SEC/QVPL19V085SEM/QVPL19V085SEN/QVPL19V085SEO/QVPL19V085SET/QVPL19V085SM/QVPL19V085SN/QVPL19V085SO/QVPL19V085ST,Single V-Lock,Two-Bolt Pillow Block,0883450032735/0883450096140/0883450096614/0883450107181/0883450107310/0883450114042/0883450114189/0883450127660/0883450128094/0883450137836/0883450137928/0883450357449,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.3 in/7.6 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPN19V085S,22219 ,85 mm,4.41 in / 112 mm,11.25 in / 286 mm,11.63 in / 295.5 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn19v085s,Mounted Bearing,22219,85 mm,Metric,QVPN19V085SB/QVPN19V085SC/QVPN19V085SEB/QVPN19V085SEC/QVPN19V085SEM/QVPN19V085SEN/QVPN19V085SEO/QVPN19V085SET/QVPN19V085SM/QVPN19V085SN/QVPN19V085SO/QVPN19V085ST,Single V-Lock,Two-Bolt Pillow Block,883450422666/883450422673/883450422680/883450422697/883450422703/883450422710/883450422727/883450422734/883450422741/883450422758/883450422765/883450422772,4.41 in/112 mm,8.34 in/212 mm,4.88 in/124 mm,11.25 in/286 mm,11.63 in/295.5 mm,13.63 in/346 mm,3.26 in/83 mm,1.53 in/39 mm,0.75 in/20 mm,3.96 in/100.5 mm,0.25 in/6.3 mm,3.63 in/92.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVSN19V085S,22219 ,85 mm,4.41 in / 112 mm,11.02 in / 280 mm,11.5 in / 292 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn19v085s,Mounted Bearing,22219,85 mm,Metric,QVSN19V085SB/QVSN19V085SC/QVSN19V085SEB/QVSN19V085SEC/QVSN19V085SEM/QVSN19V085SEN/QVSN19V085SEO/QVSN19V085SET/QVSN19V085SM/QVSN19V085SN/QVSN19V085SO/QVSN19V085ST,Single V-Lock,Two-Bolt Pillow Block,0883450097840/0883450098519/0883450107686/0883450107884/0883450114561/0883450114752/0883450129367/0883450129992/0883450138178/0883450138307/0883450357852/0883450357982,4.41 in/112 mm,8.34 in/212 mm,4.88 in/124 mm,11.02 in/280 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.53 in/39 mm,0.75 in/20 mm,4.02 in/102 mm,0.73 in/18.5 mm,3.29 in/83.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVP19V090S,22219 ,90 mm,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp19v090s,Mounted Bearing,22219,90 mm,Metric,QVP19V090SB/QVP19V090SC/QVP19V090SEB/QVP19V090SEC/QVP19V090SEM/QVP19V090SEN/QVP19V090SEO/QVP19V090SET/QVP19V090SM/QVP19V090SN/QVP19V090SO/QVP19V090ST,Single V-Lock,Two-Bolt Pillow Block,0883450111133/0883450111157/0883450111164/0883450111171/0883450170680/0883450171434/0883450202206/0883450202589/0883450214629/0883450215008/0883450227049/0883450227421,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.23 in/5.8 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPA20V090S,22220 ,90 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa20v090s,Mounted Bearing,22220,90 mm,Metric,QVPA20V090SB/QVPA20V090SC/QVPA20V090SEB/QVPA20V090SEC/QVPA20V090SEM/QVPA20V090SEN/QVPA20V090SEO/QVPA20V090SET/QVPA20V090SM/QVPA20V090SN/QVPA20V090SO/QVPA20V090ST,Single V-Lock,Two-Bolt Pillow Block,0883450048392/0883450048422/0883450206112/0883450206266/0883450218542/0883450218696/0883450230964/0883450231114/0883450239707/0883450239851/0883450244664/0883450244817,4.5 in/114.3 mm,8.63 in/219.2 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.19 in/4.8 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPL19V090S,22219 ,90 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl19v090s,Mounted Bearing,22219,90 mm,Metric,QVPL19V090SB/QVPL19V090SC/QVPL19V090SEB/QVPL19V090SEC/QVPL19V090SEM/QVPL19V090SEN/QVPL19V090SEO/QVPL19V090SET/QVPL19V090SM/QVPL19V090SN/QVPL19V090SO/QVPL19V090ST,Single V-Lock,Two-Bolt Pillow Block,0883450113410/0883450113434/0883450113441/0883450113458/0883450172196/0883450172950/0883450202961/0883450203340/0883450215381/0883450215763/0883450227803/0883450228183,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.3 in/7.6 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVPN20V090S,22220 ,90 mm,4.41 in / 112 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn20v090s,Mounted Bearing,22220,90 mm,Metric,QVPN20V090SB/QVPN20V090SC/QVPN20V090SEB/QVPN20V090SEC/QVPN20V090SEM/QVPN20V090SEN/QVPN20V090SEO/QVPN20V090SET/QVPN20V090SM/QVPN20V090SN/QVPN20V090SO/QVPN20V090ST,Single V-Lock,Two-Bolt Pillow Block,0883450058216/0883450058247/0883450205825/0883450205962/0883450218245/0883450218399/0883450230667/0883450230810/0883450239400/0883450239554/0883450244367/0883450244510,4.41 in/112 mm,8.54 in/216.9 mm,4.89 in/124.2 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.53 in/38.9 mm,0.875 in/24 mm,3.94 in/100.1 mm,0.19 in/4.8 mm,3.75 in/95.3 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVSN19V090S,22219 ,90 mm,4.41 in / 112 mm,11.42 in / 290 mm,12.87 in / 327 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn19v090s,Mounted Bearing,22219,90 mm,Metric,QVSN19V090SB/QVSN19V090SC/QVSN19V090SEB/QVSN19V090SEC/QVSN19V090SEM/QVSN19V090SEN/QVSN19V090SEO/QVSN19V090SET/QVSN19V090SM/QVSN19V090SN/QVSN19V090SO/QVSN19V090ST,Single V-Lock,Two-Bolt Pillow Block,0883450148962/0883450148979/0883450149006/0883450149013/0883450177511/0883450177955/0883450205122/0883450205504/0883450217545/0883450217927/0883450229968/0883450230346,4.41 in/112 mm,8.34 in/212 mm,4.88 in/124 mm,11.42 in/290 mm,12.87 in/327 mm,14.96 in/380 mm,3.39 in/86 mm,1.53 in/39 mm,0.875 in/24 mm,4.02 in/102 mm,0.33 in/8.4 mm,3.69 in/93.7 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVP22V100S,22222 ,100 mm,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp22v100s,Mounted Bearing,22222,100 mm,Metric,QVP22V100SB/QVP22V100SC/QVP22V100SEB/QVP22V100SEC/QVP22V100SEM/QVP22V100SEN/QVP22V100SEO/QVP22V100SET/QVP22V100SM/QVP22V100SN/QVP22V100SO/QVP22V100ST,Single V-Lock,Two-Bolt Pillow Block,0883450111430/0883450111454/0883450111461/0883450111478/0883450170710/0883450171465/0883450202237/0883450202619/0883450214650/0883450215039/0883450227070/0883450227452,4.13 in/104.9 mm,8.65 in/219.7 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,2 in/50.8 mm,1 in/24 mm,4.59 in/116.6 mm,0.33 in/8.4 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPA22V100S,22222 ,100 mm,4.94 in / 125.5 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa22v100s,Mounted Bearing,22222,100 mm,Metric,QVPA22V100SB/QVPA22V100SC/QVPA22V100SEB/QVPA22V100SEC/QVPA22V100SEM/QVPA22V100SEN/QVPA22V100SEO/QVPA22V100SET/QVPA22V100SM/QVPA22V100SN/QVPA22V100SO/QVPA22V100ST,Single V-Lock,Two-Bolt Pillow Block,0883450048699/0883450048729/0883450206143/0883450206297/0883450218573/0883450218726/0883450230995/0883450231145/0883450239738/0883450239882/0883450244695/0883450244848,4.94 in/125.5 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.37 in/9.4 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPL22V100S,22222 ,100 mm,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl22v100s,Mounted Bearing,22222,100 mm,Metric,QVPL22V100SB/QVPL22V100SC/QVPL22V100SEB/QVPL22V100SEC/QVPL22V100SEM/QVPL22V100SEN/QVPL22V100SEO/QVPL22V100SET/QVPL22V100SM/QVPL22V100SN/QVPL22V100SO/QVPL22V100ST,Single V-Lock,Two-Bolt Pillow Block,0883450113717/0883450113731/0883450113748/0883450113755/0883450172226/0883450172981/0883450202992/0883450203371/0883450215411/0883450215794/0883450227834/0883450228213,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,1.5 in/38.1 mm,1 in/24 mm,4.59 in/116.6 mm,0.31 in/7.9 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPN22V100S,22222 ,100 mm,4.92 in / 125 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn22v100s,Mounted Bearing,22222,100 mm,Metric,QVPN22V100SB/QVPN22V100SC/QVPN22V100SEB/QVPN22V100SEC/QVPN22V100SEM/QVPN22V100SEN/QVPN22V100SEO/QVPN22V100SET/QVPN22V100SM/QVPN22V100SN/QVPN22V100SO/QVPN22V100ST,Single V-Lock,Two-Bolt Pillow Block,0883450058513/0883450058544/0883450205856/0883450205993/0883450218276/0883450218429/0883450230698/0883450230841/0883450239431/0883450239585/0883450244398/0883450244541,4.92 in/125 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.5 in/114.3 mm,0.37 in/9.4 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVSN22V100S,22222 ,100 mm,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn22v100s,Mounted Bearing,22222,100 mm,Metric,QVSN22V100SB/QVSN22V100SC/QVSN22V100SEB/QVSN22V100SEC/QVSN22V100SEM/QVSN22V100SEN/QVSN22V100SEO/QVSN22V100SET/QVSN22V100SM/QVSN22V100SN/QVSN22V100SO/QVSN22V100ST,Single V-Lock,Two-Bolt Pillow Block,0883450060813/0883450149945/0883450149983/0883450177542/0883450177986/0883450178044/0883450205153/0883450205535/0883450217576/0883450217958/0883450229999/0883450230377,4.92 in/125 mm,9.41 in/241 mm,5.51 in/140 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,2 in/50 mm,0.875 in/24 mm,4.57 in/116 mm,0.44 in/11.2 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPA26V110S,22226 ,110 mm,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa26v110s,Mounted Bearing,22226,110 mm,Metric,QVPA26V110SB/QVPA26V110SC/QVPA26V110SEB/QVPA26V110SEC/QVPA26V110SEM/QVPA26V110SEN/QVPA26V110SEO/QVPA26V110SET/QVPA26V110SM/QVPA26V110SN/QVPA26V110SO/QVPA26V110ST,Single V-Lock,Two-Bolt Pillow Block,0883450048996/0883450049023/0883450287104/0883450287128/0883450288620/0883450288644/0883450290142/0883450290166/0883450291668/0883450291682/0883450293181/0883450293204,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.03 in/153.2 mm,0.22 in/5.6 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPN24V110S,22224 ,110 mm,5.51 in / 140 mm,13.56 in / 344.4 mm,14 in / 355.6 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn24v110s,Mounted Bearing,22224,110 mm,Metric,QVPN24V110SB/QVPN24V110SC/QVPN24V110SEB/QVPN24V110SEC/QVPN24V110SEM/QVPN24V110SEN/QVPN24V110SEO/QVPN24V110SET/QVPN24V110SM/QVPN24V110SN/QVPN24V110SO/QVPN24V110ST,Single V-Lock,Two-Bolt Pillow Block,883450423021/883450423038/883450423045/883450423052/883450423069/883450423076/883450423083/883450423090/883450423106/883450423113/883450423120/883450423137,5.51 in/140 mm,10.35 in/263 mm,6.89 in/175 mm,13.56 in/344.4 mm,14 in/355.6 mm,16.14 in/410 mm,3.85 in/98 mm,2 in/50.8 mm,0.875 in/24 mm,5.44 in/138.2 mm,0.61 in/15.4 mm,5.75 in/146.2 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.25,2.70,4.02,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVSN26V110S,22226 ,110 mm,5.51 in / 140 mm,13.07 in / 332 mm,14.37 in / 365 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn26v110s,Mounted Bearing,22226,110 mm,Metric,QVSN26V110SB/QVSN26V110SC/QVSN26V110SEB/QVSN26V110SEC/QVSN26V110SEM/QVSN26V110SEN/QVSN26V110SEO/QVSN26V110SET/QVSN26V110SM/QVSN26V110SN/QVSN26V110SO/QVSN26V110ST/QVSN26V110STNG,Single V-Lock,Two-Bolt Pillow Block,0883450060844/0883450060912/0883450286909/0883450286985/0883450288422/0883450288507/0883450289948/0883450290029/0883450291460/0883450291545/0883450292986/0883450293068/0883450433426,5.51 in/140 mm,10.63 in/270 mm,6.89 in/175 mm,13.07 in/332 mm,14.37 in/365 mm,16.14 in/410 mm,4.45 in/113 mm,1.53 in/39 mm,0.875 in/24 mm,5.75 in/146 mm,0.07 in/1.8 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPA26V115S,22226 ,115 mm,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa26v115s,Mounted Bearing,22226,115 mm,Metric,QVPA26V115SB/QVPA26V115SC/QVPA26V115SEB/QVPA26V115SEC/QVPA26V115SEM/QVPA26V115SEN/QVPA26V115SEO/QVPA26V115SET/QVPA26V115SM/QVPA26V115SN/QVPA26V115SO/QVPA26V115ST,Single V-Lock,Two-Bolt Pillow Block,0883450049092/0883450049122/0883450287111/0883450287135/0883450288637/0883450288651/0883450290159/0883450290173/0883450291675/0883450291699/0883450293198/0883450293211,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.03 in/153.2 mm,0.22 in/5.6 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPN26V115S,22226 ,115 mm,5.91 in / 150.1 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn26v115s,Mounted Bearing,22226,115 mm,Metric,QVPN26V115SB/QVPN26V115SC/QVPN26V115SEB/QVPN26V115SEC/QVPN26V115SEM/QVPN26V115SEN/QVPN26V115SEO/QVPN26V115SET/QVPN26V115SM/QVPN26V115SN/QVPN26V115SO/QVPN26V115ST,Single V-Lock,Two-Bolt Pillow Block,0883450058919/0883450058940/0883450287074/0883450287098/0883450288590/0883450288613/0883450290111/0883450290135/0883450291637/0883450291651/0883450293150/0883450293174,5.91 in/150.1 mm,11.09 in/281.7 mm,6.87 in/174.5 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,5.6 in/142.2 mm,0.22 in/5.6 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
