Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension KA,Dimension L,Dimension M,Dimension RA,Dimension SA,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QAP13A060S - Stainless,22213 ,60 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap13a060s-stainless,Mounted Bearing,22213,60 mm,Metric,QAP13A060SBSS/QAP13A060SCSS/QAP13A060SEBSS/QAP13A060SECSS/QAP13A060SEMSS/QAP13A060SENSS/QAP13A060SEOSS/QAP13A060SETSS/QAP13A060SMSS/QAP13A060SNSS/QAP13A060SOSS/QAP13A060STSS,Single Concentric,Two-Bolt Pillow Block,0883450702324/0883450702331/0883450702348/0883450702355/0883450702362/0883450702379/0883450702386/0883450702393/0883450702409/0883450702416/0883450702423/0883450702430,2.75 in/69.9 mm,5.8 in/147.3 mm,3.81 in/96.8 mm,6.88 in/174.8 mm,8.63 in/219.2 mm,10.25 in/260.4 mm,2.9 in/73.7 mm,1.25 in/31.8 mm,0.625 in/16 mm,1.24 in/31.5 mm,3.6 in/91.4 mm,2.15 in/54.6 mm,0.21 in/5.3 mm,3.39 in/86.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QASN13A060S,22213 ,60 mm,3.15 in / 80 mm,7.72 in / 196 mm,9.25 in / 235 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn13a060s-4,Mounted Bearing,22213,60 mm,Metric,QASN13A060SB/QASN13A060SC/QASN13A060SEB/QASN13A060SEC/QASN13A060SEM/QASN13A060SEN/QASN13A060SEO/QASN13A060SET/QASN13A060SM/QASN13A060SN/QASN13A060SO/QASN13A060ST,Single Concentric,Two-Bolt Pillow Block,0883450353441/0883450353458/0883450353465/0883450353472/0883450353489/0883450353496/0883450353502/0883450353519/0883450353526/0883450353533/0883450353540/0883450353557,3.15 in/80 mm,6.18 in/157 mm,3.81 in/96.8 mm,7.72 in/196 mm,9.25 in/235 mm,10.83 in/275 mm,2.91 in/74 mm,1.38 in/35 mm,0.625 in/16 mm,1.22 in/31 mm,3.62 in/92 mm,2.17 in/55 mm,0.24 in/6 mm,3.39 in/86 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAPMD13A060S,22213 ,60 mm,3 in / 76.2 mm,7.5 in / 190.5 mm,8.5 in / 215.9 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd13a060s,Mounted Bearing,22213,60 mm,Metric,,Single Concentric,Two-Bolt Pillow Block,,3 in/76.2 mm,6 in/152.4 mm,3.81 in/96.8 mm,7.5 in/190.5 mm,8.5 in/215.9 mm,10.75 in/273.1 mm,2.9 in/73.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,1.24 in/31.5 mm,3.6 in/91.4 mm,2.15 in/54.6 mm,0.21 in/5.3 mm,3.39 in/86.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAP13A065S,22213 ,65 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap13a065s,Mounted Bearing,22213,65 mm,Metric,QAP13A065SB/QAP13A065SC/QAP13A065SEB/QAP13A065SEC/QAP13A065SEM/QAP13A065SEN/QAP13A065SEO/QAP13A065SET/QAP13A065SM/QAP13A065SN/QAP13A065SO/QAP13A065ST,Single Concentric,Two-Bolt Pillow Block,0883450044707/0883450044714/0883450044738/0883450044745/0883450044752/0883450044769/0883450044776/0883450044783/0883450187893/0883450188050/0883450265393/0883450265553,2.75 in/69.9 mm,5.8 in/147.3 mm,3.81 in/96.8 mm,6.88 in/174.8 mm,8.63 in/219.2 mm,10.25 in/260.4 mm,2.9 in/73.7 mm,1.25 in/31.8 mm,0.625 in/16 mm,1.24 in/31.5 mm,3.6 in/91.4 mm,2.15 in/54.6 mm,0.21 in/5.3 mm,3.39 in/86.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAPL13A065S,22213 ,65 mm,2.75 in / 69.9 mm,6.81 in / 173 mm,7.44 in / 189 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl13a065s,Mounted Bearing,22213,65 mm,Metric,QAPL13A065SB/QAPL13A065SC/QAPL13A065SEB/QAPL13A065SEC/QAPL13A065SEM/QAPL13A065SEN/QAPL13A065SEO/QAPL13A065SET/QAPL13A065SM/QAPL13A065SN/QAPL13A065SO/QAPL13A065ST,Single Concentric,Two-Bolt Pillow Block,0883450047401/0883450047418/0883450047432/0883450047449/0883450047456/0883450047463/0883450047470/0883450047487/0883450188531/0883450188692/0883450266031/0883450266192,2.75 in/69.9 mm,5.8 in/147.3 mm,3.81 in/96.8 mm,6.81 in/173 mm,7.44 in/189 mm,9.25 in/235 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,1.24 in/31.5 mm,3.6 in/91.4 mm,2.15 in/54.6 mm,0.21 in/5.3 mm,3.39 in/86.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAP13A065S - Stainless,22213 ,65 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap13a065s-stainless,Mounted Bearing,22213,65 mm,Metric,QAP13A065SBSS/QAP13A065SCSS/QAP13A065SEBSS/QAP13A065SECSS/QAP13A065SEMSS/QAP13A065SENSS/QAP13A065SEOSS/QAP13A065SETSS/QAP13A065SMSS/QAP13A065SNSS/QAP13A065SOSS/QAP13A065STSS,Single Concentric,Two-Bolt Pillow Block,0883450703048/0883450703055/0883450703062/0883450703079/0883450703086/0883450703093/0883450703109/0883450703116/0883450703123/0883450703130/0883450703147/0883450703154,2.75 in/69.9 mm,5.8 in/147.3 mm,3.81 in/96.8 mm,6.88 in/174.8 mm,8.63 in/219.2 mm,10.25 in/260.4 mm,2.9 in/73.7 mm,1.25 in/31.8 mm,0.625 in/16 mm,1.24 in/31.5 mm,3.6 in/91.4 mm,2.15 in/54.6 mm,0.21 in/5.3 mm,3.39 in/86.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QASN13A065S,22213 ,65 mm,3.15 in / 80 mm,7.72 in / 196 mm,9.25 in / 235 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn13a065s-4,Mounted Bearing,22213,65 mm,Metric,QASN13A065SB/QASN13A065SC/QASN13A065SEB/QASN13A065SEC/QASN13A065SEM/QASN13A065SEN/QASN13A065SEO/QASN13A065SET/QASN13A065SM/QASN13A065SN/QASN13A065SO/QASN13A065ST,Single Concentric,Two-Bolt Pillow Block,0883450353564/0883450353571/0883450353588/0883450353595/0883450353601/0883450353618/0883450353625/0883450353632/0883450353649/0883450353656/0883450353663/0883450353670,3.15 in/80 mm,6.18 in/157 mm,3.81 in/96.8 mm,7.72 in/196 mm,9.25 in/235 mm,10.83 in/275 mm,2.91 in/74 mm,1.38 in/35 mm,0.625 in/16 mm,1.22 in/31 mm,3.62 in/92 mm,2.17 in/55 mm,0.24 in/6 mm,3.39 in/86 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAPMD13A065S,22213 ,65 mm,3 in / 76.2 mm,7.5 in / 190.5 mm,8.5 in / 215.9 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd13a065s,Mounted Bearing,22213,65 mm,Metric,,Single Concentric,Two-Bolt Pillow Block,,3 in/76.2 mm,6 in/152.4 mm,3.81 in/96.8 mm,7.5 in/190.5 mm,8.5 in/215.9 mm,10.75 in/273.1 mm,2.9 in/73.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,1.24 in/31.5 mm,3.6 in/91.4 mm,2.15 in/54.6 mm,0.21 in/5.3 mm,3.39 in/86.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAP15A070S,22215 ,70 mm,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap15a070s,Mounted Bearing,22215,70 mm,Metric,QAP15A070SB/QAP15A070SC/QAP15A070SEB/QAP15A070SEC/QAP15A070SEM/QAP15A070SEN/QAP15A070SEO/QAP15A070SET/QAP15A070SM/QAP15A070SN/QAP15A070SO/QAP15A070ST,Single Concentric,Two-Bolt Pillow Block,0883450298209/0883450298216/0883450298223/0883450298230/0883450298247/0883450298254/0883450298261/0883450298278/0883450298285/0883450298292/0883450298308/0883450298315,3.13 in/79.5 mm,6.47 in/164.3 mm,4.29 in/109 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,11.63 in/295.4 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1.25 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QAPL15A070S,22215 ,70 mm,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl15a070s,Mounted Bearing,22215,70 mm,Metric,QAPL15A070SB/QAPL15A070SC/QAPL15A070SEB/QAPL15A070SEC/QAPL15A070SEM/QAPL15A070SEN/QAPL15A070SEO/QAPL15A070SET/QAPL15A070SM/QAPL15A070SN/QAPL15A070SO/QAPL15A070ST,Single Concentric,Two-Bolt Pillow Block,0883450298681/0883450298698/0883450298704/0883450298711/0883450298728/0883450298735/0883450298742/0883450298759/0883450298766/0883450298773/0883450298780/0883450298797,3.25 in/82.6 mm,6.59 in/167.4 mm,4.5 in/114.3 mm,7.7 in/195.6 mm,8.4 in/213.4 mm,10.44 in/265.2 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1.25 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QAP15A070S - Stainless,22215 ,70 mm,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap15a070s-stainless,Mounted Bearing,22215,70 mm,Metric,QAP15A070SBSS/QAP15A070SCSS/QAP15A070SEBSS/QAP15A070SECSS/QAP15A070SEMSS/QAP15A070SENSS/QAP15A070SEOSS/QAP15A070SETSS/QAP15A070SMSS/QAP15A070SNSS/QAP15A070SOSS/QAP15A070STSS,Single Concentric,Two-Bolt Pillow Block,0883450703765/0883450703772/0883450703789/0883450703796/0883450703802/0883450703819/0883450703826/0883450703833/0883450703840/0883450703857/0883450703864/0883450703871,3.13 in/79.5 mm,6.47 in/164.3 mm,4.29 in/109 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,11.63 in/295.4 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1.25 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QASN15A070S,22215 ,70 mm,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn15a070s-4,Mounted Bearing,22215,70 mm,Metric,QASN15A070SB/QASN15A070SC/QASN15A070SEB/QASN15A070SEC/QASN15A070SEM/QASN15A070SEN/QASN15A070SEO/QASN15A070SET/QASN15A070SM/QASN15A070SMSLB/QASN15A070SN/QASN15A070SO/QASN15A070ST,Single Concentric,Two-Bolt Pillow Block,0883450353922/0883450353939/0883450353946/0883450353953/0883450353960/0883450353977/0883450353984/0883450353991/0883450354004/0883450354011/0883450354028/0883450354035/0883450501781,3.74 in/95 mm,7.2 in/183 mm,4.29 in/114 mm,9.49 in/241 mm,10.98 in/279 mm,12.44 in/316 mm,2.99 in/76 mm,1.34 in/34 mm,0.75 in/20 mm,1.26 in/32 mm,3.86 in/98 mm,2.36 in/60 mm,0.24 in/6 mm,3.62 in/92 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QAPMD15A070S,22215 ,70 mm,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd15a070s,Mounted Bearing,22215,70 mm,Metric,,Single Concentric,Two-Bolt Pillow Block,,3.5 in/88.9 mm,6-3/4 in/171.5 mm,4.29 in/109 mm,8.5 in/215.9 mm,9.5 in/241.3 mm,11-3/4 in/298.5 mm,3 in/76.2 mm,1.5 in/38.1 mm,0.875 in/24 mm,1.25 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QAP15A075S,22215 ,75 mm,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap15a075s,Mounted Bearing,22215,75 mm,Metric,QAP15A075SB/QAP15A075SC/QAP15A075SEB/QAP15A075SEC/QAP15A075SEM/QAP15A075SEN/QAP15A075SEO/QAP15A075SET/QAP15A075SM/QAP15A075SN/QAP15A075SO/QAP15A075ST,Single Concentric,Two-Bolt Pillow Block,0883450045001/0883450045018/0883450045032/0883450045049/0883450045056/0883450045063/0883450045070/0883450045087/0883450187923/0883450188081/0883450265423/0883450265584,3.13 in/79.5 mm,6.47 in/164.3 mm,4.29 in/109 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,11.63 in/295.4 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1.25 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QAPL15A075S,22215 ,75 mm,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl15a075s,Mounted Bearing,22215,75 mm,Metric,QAPL15A075SB/QAPL15A075SC/QAPL15A075SEB/QAPL15A075SEC/QAPL15A075SEM/QAPL15A075SEN/QAPL15A075SEO/QAPL15A075SET/QAPL15A075SM/QAPL15A075SN/QAPL15A075SO/QAPL15A075ST,Single Concentric,Two-Bolt Pillow Block,0883450047708/0883450047715/0883450047739/0883450047746/0883450047753/0883450047760/0883450047777/0883450047784/0883450188562/0883450188722/0883450266062/0883450266222,3.25 in/82.6 mm,6.59 in/167.4 mm,4.5 in/114.3 mm,7.7 in/195.6 mm,8.4 in/213.4 mm,10.44 in/265.2 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1.25 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QAP15A075S - Stainless,22215 ,75 mm,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap15a075s-stainless,Mounted Bearing,22215,75 mm,Metric,QAP15A075SBSS/QAP15A075SCSS/QAP15A075SEBSS/QAP15A075SECSS/QAP15A075SEMSS/QAP15A075SENSS/QAP15A075SEOSS/QAP15A075SETSS/QAP15A075SMSS/QAP15A075SNSS/QAP15A075SOSS/QAP15A075STSS,Single Concentric,Two-Bolt Pillow Block,0883450704489/0883450704496/0883450704502/0883450704519/0883450704526/0883450704533/0883450704540/0883450704557/0883450704564/0883450704571/0883450704588/0883450704595,3.13 in/79.5 mm,6.47 in/164.3 mm,4.29 in/109 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,11.63 in/295.4 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1.25 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QASN15A075S,22215 ,75 mm,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn15a075s-4,Mounted Bearing,22215,75 mm,Metric,QASN15A075SB/QASN15A075SC/QASN15A075SEB/QASN15A075SEC/QASN15A075SEM/QASN15A075SEN/QASN15A075SEO/QASN15A075SET/QASN15A075SM/QASN15A075SN/QASN15A075SO/QASN15A075ST,Single Concentric,Two-Bolt Pillow Block,0883450354042/0883450354059/0883450354066/0883450354073/0883450354080/0883450354097/0883450354103/0883450354110/0883450354127/0883450354134/0883450354141/0883450354158,3.74 in/95 mm,7.2 in/183 mm,4.29 in/114 mm,9.49 in/241 mm,10.98 in/279 mm,12.44 in/316 mm,2.99 in/76 mm,1.34 in/34 mm,0.75 in/20 mm,1.26 in/32 mm,3.86 in/98 mm,2.36 in/60 mm,0.24 in/6 mm,3.62 in/92 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QAPMD15A075S,22215 ,75 mm,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd15a075s,Mounted Bearing,22215,75 mm,Metric,,Single Concentric,Two-Bolt Pillow Block,,3.5 in/88.9 mm,6-3/4 in/171.5 mm,4.29 in/109 mm,8.5 in/215.9 mm,9.5 in/241.3 mm,11-3/4 in/298.5 mm,3 in/76.2 mm,1.5 in/38.1 mm,0.875 in/24 mm,1.25 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QAP18A080S,22218 ,80 mm,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap18a080s,Mounted Bearing,22218,80 mm,Metric,QAP18A080SB/QAP18A080SC/QAP18A080SEB/QAP18A080SEC/QAP18A080SEM/QAP18A080SEN/QAP18A080SEO/QAP18A080SET/QAP18A080SM/QAP18A080SN/QAP18A080SO/QAP18A080ST,Single Concentric,Two-Bolt Pillow Block,0883450331081/0883450331098/0883450331104/0883450331111/0883450331128/0883450331135/0883450331142/0883450331159/0883450331166/0883450331173/0883450331180/0883450331197,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAPL18A080S,22218 ,80 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl18a080s,Mounted Bearing,22218,80 mm,Metric,QAPL18A080SB/QAPL18A080SC/QAPL18A080SEB/QAPL18A080SEC/QAPL18A080SEM/QAPL18A080SEN/QAPL18A080SEO/QAPL18A080SET/QAPL18A080SM/QAPL18A080SN/QAPL18A080SO/QAPL18A080ST,Single Concentric,Two-Bolt Pillow Block,0883450332644/0883450332651/0883450332668/0883450332675/0883450332682/0883450332699/0883450332705/0883450332712/0883450332729/0883450332736/0883450332743/0883450332750,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
