Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RVV,Dimension SVV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVVPA17V070S,22217 ,70 mm,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,70 mm,Metric,QVVPA17V070SB/QVVPA17V070SC/QVVPA17V070SEB/QVVPA17V070SEC/QVVPA17V070SEM/QVVPA17V070SEN/QVVPA17V070SEO/QVVPA17V070SET/QVVPA17V070SM/QVVPA17V070SN/QVVPA17V070SO/QVVPA17V070ST,Double V-Lock,Two-Bolt Pillow Block,0883450146746/0883450146975/0883450152167/0883450152310/0883450169820/0883450174466/0883450183376/0883450183529/0883450261197/0883450263535/0883450282123/0883450282277,3.75 in/95.3 mm,7.32 in/185.9 mm,4.19 in/106.4 mm,9.5 in/241.3 mm,11 in/279.4 mm,12.63 in/320.8 mm,3 in/76.2 mm,1.33 in/33.8 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.59 in/15 mm,4.18 in/106.2 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPL16V070S,22216 ,70 mm,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,QVVPL16V070SB/QVVPL16V070SC/QVVPL16V070SEB/QVVPL16V070SEC/QVVPL16V070SEM/QVVPL16V070SEN/QVVPL16V070SEO/QVVPL16V070SET/QVVPL16V070SM/QVVPL16V070SN/QVVPL16V070SO/QVVPL16V070ST,Double V-Lock,Two-Bolt Pillow Block,0883450172295/0883450172486/0883450172677/0883450173056/0883450173247/0883450173438/0883450203067/0883450203449/0883450215480/0883450215862/0883450227902/0883450228282,3.25 in/82.6 mm,6.59 in/167.4 mm,4.19 in/106.4 mm,7.7 in/195.6 mm,8.4 in/213.4 mm,10.44 in/265.2 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.59 in/15 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPXT16V070S,22216 ,70 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,QVVPXT16V070SB/QVVPXT16V070SC/QVVPXT16V070SEB/QVVPXT16V070SEC/QVVPXT16V070SEM/QVVPXT16V070SEN/QVVPXT16V070SEO/QVVPXT16V070SET/QVVPXT16V070SM/QVVPXT16V070SN/QVVPXT16V070SO/QVVPXT16V070ST,Double V-Lock,Two-Bolt Pillow Block,0883450374507/0883450374514/0883450374521/0883450374538/0883450374545/0883450374552/0883450374569/0883450374576/0883450374583/0883450374590/0883450374606/0883450374613,3.5 in/88.9 mm,6.84 in/173.7 mm,4.19 in/106.4 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.98 in/75.7 mm,1.38 in/35.1 mm,0.875 in/24 mm,3.58 in/90.9 mm,0.6 in/15.2 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVSN16V070S,22216 ,70 mm,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,QVVSN16V070SB/QVVSN16V070SC/QVVSN16V070SEB/QVVSN16V070SEC/QVVSN16V070SEM/QVVSN16V070SEN/QVVSN16V070SEO/QVVSN16V070SET/QVVSN16V070SM/QVVSN16V070SN/QVVSN16V070SO/QVVSN16V070ST/QVVSN16V070STNG,Double V-Lock,Two-Bolt Pillow Block,0883450147972/0883450147989/0883450148016/0883450148023/0883450177634/0883450178112/0883450205221/0883450205603/0883450217644/0883450218023/0883450230063/0883450230445/0883450460378,3.74 in/95 mm,7.2 in/183 mm,4.17 in/106 mm,9.49 in/241 mm,10.98 in/279 mm,12.44 in/316 mm,2.99 in/76 mm,1.33 in/34 mm,0.75 in/20 mm,3.58 in/91 mm,0.59 in/15 mm,4.17 in/106 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVP16V075S,22216 ,75 mm,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,75 mm,Metric,QVVP16V075SB/QVVP16V075SC/QVVP16V075SEB/QVVP16V075SEC/QVVP16V075SEM/QVVP16V075SEN/QVVP16V075SEO/QVVP16V075SET/QVVP16V075SM/QVVP16V075SN/QVVP16V075SO/QVVP16V075ST,Double V-Lock,Two-Bolt Pillow Block,0883450170819/0883450171007/0883450171182/0883450171564/0883450171755/0883450171946/0883450202336/0883450202718/0883450214759/0883450215138/0883450227179/0883450227551,3.13 in/79.5 mm,6.47 in/164.3 mm,4.19 in/106.4 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,11.63 in/295.4 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.59 in/15 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPA17V075S,22217 ,75 mm,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,QVVPA17V075SB/QVVPA17V075SC/QVVPA17V075SEB/QVVPA17V075SEC/QVVPA17V075SEM/QVVPA17V075SEN/QVVPA17V075SEO/QVVPA17V075SET/QVVPA17V075SM/QVVPA17V075SN/QVVPA17V075SO/QVVPA17V075ST,Double V-Lock,Two-Bolt Pillow Block,0883450072717/0883450072748/0883450208550/0883450208703/0883450220989/0883450221139/0883450233415/0883450233569/0883450242158/0883450242301/0883450247115/0883450247269,3.75 in/95.3 mm,7.32 in/185.9 mm,4.19 in/106.4 mm,9.5 in/241.3 mm,11 in/279.4 mm,12.63 in/320.8 mm,3 in/76.2 mm,1.33 in/33.8 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.59 in/15 mm,4.18 in/106.2 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPL16V075S,22216 ,75 mm,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,75 mm,Metric,QVVPL16V075SB/QVVPL16V075SC/QVVPL16V075SEB/QVVPL16V075SEC/QVVPL16V075SEM/QVVPL16V075SEN/QVVPL16V075SEO/QVVPL16V075SET/QVVPL16V075SM/QVVPL16V075SN/QVVPL16V075SO/QVVPL16V075ST,Double V-Lock,Two-Bolt Pillow Block,0883450172325/0883450172516/0883450172707/0883450173087/0883450173278/0883450173469/0883450203098/0883450203470/0883450215510/0883450215893/0883450227933/0883450228312,3.25 in/82.6 mm,6.59 in/167.4 mm,4.19 in/106.4 mm,7.7 in/195.6 mm,8.4 in/213.4 mm,10.44 in/265.2 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.59 in/15 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPN17V075S,22217 ,75 mm,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,QVVPN17V075SB/QVVPN17V075SC/QVVPN17V075SEB/QVVPN17V075SEC/QVVPN17V075SEM/QVVPN17V075SEN/QVVPN17V075SEO/QVVPN17V075SET/QVVPN17V075SM/QVVPN17V075SN/QVVPN17V075SO/QVVPN17V075ST,Double V-Lock,Two-Bolt Pillow Block,0883450079952/0883450079969/0883450208260/0883450208406/0883450220682/0883450220835/0883450233118/0883450233262/0883450241854/0883450242004/0883450246811/0883450246965,3.75 in/95.3 mm,7.32 in/185.9 mm,4.19 in/106.4 mm,9.5 in/241.3 mm,11 in/279.4 mm,12.63 in/320.8 mm,3 in/76.2 mm,1.33 in/33.8 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.59 in/15 mm,4.18 in/106.2 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPXT16V075S,22216 ,75 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,75 mm,Metric,QVVPXT16V075SB/QVVPXT16V075SC/QVVPXT16V075SEB/QVVPXT16V075SEC/QVVPXT16V075SEM/QVVPXT16V075SEN/QVVPXT16V075SEO/QVVPXT16V075SET/QVVPXT16V075SM/QVVPXT16V075SN/QVVPXT16V075SO/QVVPXT16V075ST,Double V-Lock,Two-Bolt Pillow Block,0883450374620/0883450374637/0883450374644/0883450374651/0883450374668/0883450374675/0883450374682/0883450374699/0883450374705/0883450374712/0883450374729/0883450374736,3.5 in/88.9 mm,6.84 in/173.7 mm,4.19 in/106.4 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.98 in/75.7 mm,1.38 in/35.1 mm,0.875 in/24 mm,3.58 in/90.9 mm,0.6 in/15.2 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVSN16V075S,22216 ,75 mm,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,75 mm,Metric,QVVSN16V075SB/QVVSN16V075SC/QVVSN16V075SEB/QVVSN16V075SEC/QVVSN16V075SEM/QVVSN16V075SEN/QVVSN16V075SEO/QVVSN16V075SET/QVVSN16V075SM/QVVSN16V075SMFG/QVVSN16V075SN/QVVSN16V075SO/QVVSN16V075ST,Double V-Lock,Two-Bolt Pillow Block,0883450148276/0883450148283/0883450148313/0883450177665/0883450178143/0883450178273/0883450205252/0883450205634/0883450217675/0883450218054/0883450230094/0883450230476/0883450492652,3.74 in/95 mm,7.2 in/183 mm,4.17 in/106 mm,9.49 in/241 mm,10.98 in/279 mm,12.44 in/316 mm,2.99 in/76 mm,1.33 in/34 mm,0.75 in/20 mm,3.58 in/91 mm,0.59 in/15 mm,4.17 in/106 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVP19V080S,22219 ,80 mm,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVVP19V080SB/QVVP19V080SC/QVVP19V080SEB/QVVP19V080SEC/QVVP19V080SEM/QVVP19V080SEN/QVVP19V080SEO/QVVP19V080SET/QVVP19V080SM/QVVP19V080SN/QVVP19V080SO/QVVP19V080ST,Double V-Lock,Two-Bolt Pillow Block,0883450170840/0883450171038/0883450171212/0883450171595/0883450171786/0883450171977/0883450202367/0883450202749/0883450214780/0883450215169/0883450227209/0883450227582,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPA20V080S,22220 ,80 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,80 mm,Metric,QVVPA20V080SB/QVVPA20V080SC/QVVPA20V080SEB/QVVPA20V080SEC/QVVPA20V080SEM/QVVPA20V080SEN/QVVPA20V080SEO/QVVPA20V080SET/QVVPA20V080SM/QVVPA20V080SN/QVVPA20V080SO/QVVPA20V080ST,Double V-Lock,Two-Bolt Pillow Block,0883450146777/0883450147040/0883450152198/0883450152341/0883450169851/0883450174497/0883450183406/0883450183550/0883450263252/0883450263566/0883450282154/0883450282307,4.5 in/114.3 mm,8.63 in/219.2 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPL19V080S,22219 ,80 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVVPL19V080SB/QVVPL19V080SC/QVVPL19V080SEB/QVVPL19V080SEC/QVVPL19V080SEM/QVVPL19V080SEN/QVVPL19V080SEO/QVVPL19V080SET/QVVPL19V080SM/QVVPL19V080SN/QVVPL19V080SO/QVVPL19V080ST,Double V-Lock,Two-Bolt Pillow Block,0883450172356/0883450172547/0883450172738/0883450173117/0883450173308/0883450173490/0883450203128/0883450203500/0883450215541/0883450215923/0883450227964/0883450228343,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVSN19V080S,22219 ,80 mm,3.94 in / 100 mm,10.98 in / 279 mm,11.5 in / 292 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVVSN19V080SB/QVVSN19V080SC/QVVSN19V080SEB/QVVSN19V080SEC/QVVSN19V080SEM/QVVSN19V080SEN/QVVSN19V080SEO/QVVSN19V080SET/QVVSN19V080SM/QVVSN19V080SN/QVVSN19V080SO/QVVSN19V080ST,Double V-Lock,Two-Bolt Pillow Block,0883450149266/0883450149273/0883450149303/0883450149310/0883450177696/0883450178174/0883450205283/0883450205665/0883450217705/0883450218085/0883450230124/0883450230506,3.94 in/100 mm,7.87 in/200 mm,4.88 in/124 mm,10.98 in/279 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.53 in/39 mm,0.75 in/20 mm,4.02 in/102 mm,0.63 in/16 mm,4.65 in/118 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVP19V085S,22219 ,85 mm,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,QVVP19V085SB/QVVP19V085SC/QVVP19V085SEB/QVVP19V085SEC/QVVP19V085SEM/QVVP19V085SEN/QVVP19V085SEO/QVVP19V085SET/QVVP19V085SM/QVVP19V085SN/QVVP19V085SO/QVVP19V085ST,Double V-Lock,Two-Bolt Pillow Block,0883450032506/0883450032612/0883450095242/0883450095716/0883450106924/0883450107068/0883450113663/0883450113915/0883450126762/0883450127196/0883450137652/0883450137744,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPA20V085S,22220 ,85 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,85 mm,Metric,QVVPA20V085SB/QVVPA20V085SC/QVVPA20V085SEB/QVVPA20V085SEC/QVVPA20V085SEM/QVVPA20V085SEN/QVVPA20V085SEO/QVVPA20V085SET/QVVPA20V085SM/QVVPA20V085SN/QVVPA20V085SO/QVVPA20V085ST,Double V-Lock,Two-Bolt Pillow Block,0883450146807/0883450147057/0883450152204/0883450152358/0883450169868/0883450174503/0883450183413/0883450183567/0883450263269/0883450263573/0883450282161/0883450282314,4.5 in/114.3 mm,8.63 in/219.2 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPL19V085S,22219 ,85 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,QVVPL19V085SB/QVVPL19V085SC/QVVPL19V085SEB/QVVPL19V085SEC/QVVPL19V085SEM/QVVPL19V085SEN/QVVPL19V085SEO/QVVPL19V085SET/QVVPL19V085SM/QVVPL19V085SN/QVVPL19V085SO/QVVPL19V085ST,Double V-Lock,Two-Bolt Pillow Block,0883450097048/0883450097512/0883450107440/0883450107587/0883450114325/0883450114455/0883450128568/0883450128995/0883450138017/0883450138109/0883450357531/0883450357784,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVSN19V085S,22219 ,85 mm,4.41 in / 112 mm,10.98 in / 279 mm,11.5 in / 292 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,QVVSN19V085SB/QVVSN19V085SC/QVVSN19V085SEB/QVVSN19V085SEC/QVVSN19V085SEM/QVVSN19V085SEN/QVVSN19V085SEO/QVVSN19V085SET/QVVSN19V085SM/QVVSN19V085SN/QVVSN19V085SO/QVVSN19V085ST,Double V-Lock,Two-Bolt Pillow Block,0883450087919/0883450099141/0883450099653/0883450108089/0883450108270/0883450114912/0883450115155/0883450130424/0883450130554/0883450138536/0883450138864/0883450358101,4.41 in/112 mm,8.34 in/212 mm,4.88 in/124 mm,10.98 in/279 mm,11.5 in/292 mm,13.58 in/345 mm,3.31 in/84 mm,1.53 in/39 mm,0.75 in/20 mm,4.02 in/102 mm,0.63 in/16 mm,4.65 in/118 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVP19V090S,22219 ,90 mm,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,90 mm,Metric,QVVP19V090SB/QVVP19V090SC/QVVP19V090SEB/QVVP19V090SEC/QVVP19V090SEM/QVVP19V090SEN/QVVP19V090SEO/QVVP19V090SET/QVVP19V090SM/QVVP19V090SN/QVVP19V090SO/QVVP19V090ST,Double V-Lock,Two-Bolt Pillow Block,0883450170871/0883450171069/0883450171243/0883450171625/0883450171816/0883450172004/0883450202398/0883450202770/0883450214810/0883450215190/0883450227230/0883450227612,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPA20V090S,22220 ,90 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,QVVPA20V090SB/QVVPA20V090SC/QVVPA20V090SEB/QVVPA20V090SEC/QVVPA20V090SEM/QVVPA20V090SEN/QVVPA20V090SEO/QVVPA20V090SET/QVVPA20V090SM/QVVPA20V090SN/QVVPA20V090SO/QVVPA20V090ST,Double V-Lock,Two-Bolt Pillow Block,0883450073011/0883450073042/0883450208581/0883450208734/0883450221016/0883450221160/0883450233446/0883450233590/0883450242189/0883450242332/0883450247146/0883450247290,4.5 in/114.3 mm,8.63 in/219.2 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPL19V090S,22219 ,90 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,90 mm,Metric,QVVPL19V090SB/QVVPL19V090SC/QVVPL19V090SEB/QVVPL19V090SEC/QVVPL19V090SEM/QVVPL19V090SEN/QVVPL19V090SEO/QVVPL19V090SET/QVVPL19V090SM/QVVPL19V090SN/QVVPL19V090SO/QVVPL19V090ST,Double V-Lock,Two-Bolt Pillow Block,0883450172387/0883450172578/0883450172769/0883450173148/0883450173339/0883450173520/0883450203159/0883450203531/0883450215572/0883450215954/0883450227995/0883450228374,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
