Part Number,Shaft Size,Shaft Size Type,Dimension L,Dimension A,C90 Dynamic Load Rating,Max. Speed,Lubrication,Housing Coating,CAD,Shaft Size,Shaft Size Type,UPC Code,Lubrication,Housing Coating,Dimension B,Dimension L,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension N2,Dimension H1,Dimension H2,Dimension d1,Dimension H,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating1,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load2,Fr-max Maximum Allowable Slip Fit Radial Load3,Max. Speed4,Note,Type E Closed Cover Number,Dimension Ac,Dimension d2,Type E Open Cover Number
E-P4B-TRB-60MM-SLJ,60 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Solid Lube - Food Grade ,E-Coat ,,60 mm,Metric,,Solid Lube - Food Grade,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-65MM,65 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,65 mm,Metric,053893775555,Grease - Premium Industrial,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-65MM-ECC,65 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,65 mm,Metric,0883450504423,Grease - Premium Industrial,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-F,4.575 in,4.945 in,
E-P4B-TRB-65MM-ECO/ECC,65 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,65 mm,Metric,0883450506052,Grease - Premium Industrial,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-F,5.75 in,4.945 in,EUDR-65MM
E-P4B-TRB-65MM-ECO/ECO,65 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,65 mm,Metric,0883450509282,Grease - Premium Industrial,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,5.85 in,4.945 in,EUDR-65MM
E-P4B-TRB-65MM-ECO,65 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,65 mm,Metric,0883450507653,Grease - Premium Industrial,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,4.675 in,4.945 in,EUDR-65MM
E-P4B-TRB-65MM-SLA,65 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Solid Lube - Food Grade ,E-Coat ,,65 mm,Metric,,Solid Lube - Food Grade,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-65MM-SLJ,65 mm,Metric ,10-1/2 in,3-1/2 in,11600 lbf,2420 rpm,Solid Lube - Food Grade ,E-Coat ,,65 mm,Metric,,Solid Lube - Food Grade,E-Coat,4 in,10-1/2 in,3-1/2 in,8-5/16 in,8-11/16 in,5/8 in,11/16 in,7/8 in,1-7/8 in,1-5/8 in,5-23/32 in,4-1/16 in,2-3/4 in,0.40,0.87,2.17,0.7,2.63,1.51,11600 lbf,54000 lbf,3454 lbf,9500 lbf,2420 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-70MM,70 mm,Metric ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,70 mm,Metric,053893775562,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-70MM-ECC,70 mm,Metric ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,70 mm,Metric,0883450504430,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-G,5.2 in,5.65 in,
E-P4B-TRB-70MM-ECO/ECC,70 mm,Metric ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,70 mm,Metric,0883450506069,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-G,6.5 in,5.65 in,EUDR-70MM
E-P4B-TRB-70MM-ECO/ECO,70 mm,Metric ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,70 mm,Metric,0883450509299,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,6.6 in,5.65 in,EUDR-70MM
E-P4B-TRB-70MM-ECO,70 mm,Metric ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,70 mm,Metric,0883450507660,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,5.3 in,5.65 in,EUDR-70MM
E-P4B-TRB-70MM-SLA,70 mm,Metric ,12 in,4 in,12300 lbf,2060 rpm,Solid Lube - Food Grade ,E-Coat ,,70 mm,Metric,,Solid Lube - Food Grade,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-70MM-SLJ,70 mm,Metric ,12 in,4 in,12300 lbf,2060 rpm,Solid Lube - Food Grade ,E-Coat ,,70 mm,Metric,,Solid Lube - Food Grade,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-75MM,75 mm,Metric ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,75 mm,Metric,053893775579,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-75MM-ECC,75 mm,Metric ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,75 mm,Metric,0883450504447,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-G,5.2 in,5.65 in,
E-P4B-TRB-75MM-ECO/ECC,75 mm,Metric ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,75 mm,Metric,0883450506076,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-G,6.5 in,5.65 in,EUDR-75MM
E-P4B-TRB-75MM-ECO/ECO,75 mm,Metric ,12 in,4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,75 mm,Metric,0883450509305,Grease - Premium Industrial,E-Coat,4-1/2 in,12 in,4 in,9-3/16 in,9-13/16 in,5/8 in,11/16 in,1 in,2-1/8 in,1-7/8 in,6-1/4 in,4-23/32 in,3-1/8 in,0.46,0.87,1.87,0.7,2.26,1.30,12300 lbf,61200 lbf,5181 lbf,10000 lbf,2060 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,6.6 in,5.65 in,EUDR-75MM
