Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension MT,Dimension RTT,Dimension ST,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Pre Install Clearance Min,Pre Install Clearance Max
TAA31SN56K1007S,23156 ,10 7/16 in,11.02 in / 280 mm,25.59 in / 650 mm,27.17 in / 690 mm,6.3 in / 160 mm,937000 lbf / 4170000 N,626000 lbf / 2780000 N,,Mounted Bearing,23156,10 7/16 in,Imperial,TAA31SN56K1007SB/TAA31SN56K1007SC/TAA31SN56K1007SEB/TAA31SN56K1007SEC/TAA31SN56K1007SEM/TAA31SN56K1007SEN/TAA31SN56K1007SEO/TAA31SN56K1007SET/TAA31SN56K1007SMT/TAA31SN56K1007SNT/TAA31SN56K1007SO/TAA31SN56K1007ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.02 in/280 mm,21.69 in/551 mm,13.78 in/350 mm,25.59 in/650 mm,27.17 in/690 mm,6.3 in/160 mm,31.1 in/790 mm,9.3 in/236 mm,3.94 in/100 mm,1.5 in/36 mm,10.46 in/266 mm,5.46 in/138.7 mm,0.8 in/20.3 mm,10.83 in/275.1 mm,937000 lbf/4170000 N,626000 lbf/2780000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAAPH056K1008S,23156 ,10 1/2 in,9.88 in / 250.9 mm,26.25 in / 666.7 mm,29.5 in / 749.3 mm,5.5 in / 139.7 mm,937000 lbf / 4170000 N,626000 lbf / 2780000 N,,Mounted Bearing,23156,10 1/2 in,Imperial,TAAPH056K1008SB/TAAPH056K1008SC/TAAPH056K1008SEB/TAAPH056K1008SEC/TAAPH056K1008SEM/TAAPH056K1008SEN/TAAPH056K1008SEO/TAAPH056K1008SET/TAAPH056K1008SMT/TAAPH056K1008SNT/TAAPH056K1008SO/TAAPH056K1008ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,9.88 in/250.9 mm,20.55 in/522 mm,13.78 in/350 mm,26.25 in/666.7 mm,29.5 in/749.3 mm,5.5 in/139.7 mm,34.25 in/869 mm,9.3 in/236.2 mm,2.8 in/71.1 mm,1.5 in/36 mm,10.11 in/256.8 mm,5.46 in/138.7 mm,0.8 in/20.3 mm,10.83 in/275.1 mm,937000 lbf/4170000 N,626000 lbf/2780000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAAPH156K1008S,23156 ,10 1/2 in,12 in / 304.8 mm,30 in / 762 mm,33.5 in / 851 mm,9 in / 228.6 mm,937000 lbf / 4170000 N,626000 lbf / 2780000 N,,Mounted Bearing,23156,10 1/2 in,Imperial,TAAPH156K1008SB/TAAPH156K1008SC/TAAPH156K1008SEB/TAAPH156K1008SEC/TAAPH156K1008SEM/TAAPH156K1008SEN/TAAPH156K1008SEO/TAAPH156K1008SET/TAAPH156K1008SMT/TAAPH156K1008SNT/TAAPH156K1008SO/TAAPH156K1008ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12 in/304.8 mm,22.67 in/576 mm,13.78 in/350 mm,30 in/762 mm,33.5 in/851 mm,9 in/228.6 mm,38.25 in/971.5 mm,13 in/330.2 mm,4 in/101.6 mm,1.625 in/42 mm,11.96 in/304 mm,5.46 in/138.7 mm,0.88 in/22.4 mm,10.83 in/275.1 mm,937000 lbf/4170000 N,626000 lbf/2780000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAA30SN56K1008S,23156 ,10 1/2 in,10.24 in / 260 mm,25.28 in / 642 mm,26.85 in / 682 mm,6.3 in / 160 mm,937000 lbf / 4170000 N,626000 lbf / 2780000 N,,Mounted Bearing,23156,10 1/2 in,Imperial,TAA30SN56K1008SB/TAA30SN56K1008SC/TAA30SN56K1008SEB/TAA30SN56K1008SEC/TAA30SN56K1008SEM/TAA30SN56K1008SEN/TAA30SN56K1008SEO/TAA30SN56K1008SET/TAA30SN56K1008SMT/TAA30SN56K1008SNT/TAA30SN56K1008SO/TAA30SN56K1008ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,10.24 in/260 mm,20.91 in/531 mm,13.78 in/350 mm,25.28 in/642 mm,26.85 in/682 mm,6.3 in/160 mm,30.31 in/770 mm,9.3 in/236 mm,3.22 in/82 mm,1.5 in/36 mm,10.11 in/257 mm,5.46 in/138.7 mm,0.8 in/20.3 mm,10.83 in/275.1 mm,937000 lbf/4170000 N,626000 lbf/2780000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAA31SN56K1008S,23156 ,10 1/2 in,11.02 in / 280 mm,25.59 in / 650 mm,27.17 in / 690 mm,6.3 in / 160 mm,937000 lbf / 4170000 N,626000 lbf / 2780000 N,,Mounted Bearing,23156,10 1/2 in,Imperial,TAA31SN56K1008SB/TAA31SN56K1008SC/TAA31SN56K1008SEB/TAA31SN56K1008SEC/TAA31SN56K1008SEM/TAA31SN56K1008SEN/TAA31SN56K1008SEO/TAA31SN56K1008SET/TAA31SN56K1008SMT/TAA31SN56K1008SNT/TAA31SN56K1008SO/TAA31SN56K1008ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.02 in/280 mm,21.69 in/551 mm,13.78 in/350 mm,25.59 in/650 mm,27.17 in/690 mm,6.3 in/160 mm,31.1 in/790 mm,9.3 in/236 mm,3.94 in/100 mm,1.5 in/36 mm,10.46 in/266 mm,5.46 in/138.7 mm,0.8 in/20.3 mm,10.83 in/275.1 mm,937000 lbf/4170000 N,626000 lbf/2780000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAAPH060K1015S,23160 ,10 15/16 in,12 in / 304.8 mm,32.75 in / 831.8 mm,33.5 in / 850.9 mm,9 in / 228.6 mm,1150000 lbf / 5120000 N,757000 lbf / 3370000 N,,Mounted Bearing,23160,10 15/16 in,Imperial,TAAPH060K1015SB/TAAPH060K1015SC/TAAPH060K1015SEB/TAAPH060K1015SEC/TAAPH060K1015SEM/TAAPH060K1015SEN/TAAPH060K1015SEO/TAAPH060K1015SET/TAAPH060K1015SMT/TAAPH060K1015SNT/TAAPH060K1015SO/TAAPH060K1015ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12 in/304.8 mm,23.46 in/595.9 mm,14.96 in/380 mm,32.75 in/831.8 mm,33.5 in/850.9 mm,9 in/228.6 mm,38.25 in/971.6 mm,12 in/304.8 mm,4.13 in/104.9 mm,1.625 in/42 mm,11.73 in/297.9 mm,5.73 in/145.5 mm,0.71 in/18 mm,11.29 in/286.8 mm,1150000 lbf/5120000 N,757000 lbf/3370000 N,0.3,2.25,3.35,,,,,,,0.083 in/2.108 mm,,,
TAAPH160K1015S,23160 ,10 15/16 in,12 in / 304.8 mm,32.75 in / 831.8 mm,33.5 in / 850.9 mm,9 in / 228.6 mm,1150000 lbf / 5120000 N,757000 lbf / 3370000 N,,Mounted Bearing,23160,10 15/16 in,Imperial,TAAPH160K1015SB/TAAPH160K1015SC/TAAPH160K1015SEB/TAAPH160K1015SEC/TAAPH160K1015SEM/TAAPH160K1015SEN/TAAPH160K1015SEO/TAAPH160K1015SET/TAAPH160K1015SMT/TAAPH160K1015SNT/TAAPH160K1015SO/TAAPH160K1015ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12 in/304.8 mm,23.46 in/596 mm,14.96 in/380 mm,32.75 in/831.8 mm,33.5 in/850.9 mm,9 in/228.6 mm,38.25 in/971.6 mm,12 in/305 mm,4.33 in/109.9 mm,1.625 in/42 mm,11.73 in/298 mm,5.73 in/145.5 mm,0.71 in/18 mm,11.29 in/286.8 mm,1150000 lbf/5120000 N,757000 lbf/3370000 N,0.3,2.25,3.35,,,,,,,0.083 in/2.108 mm,,,
TAA30SN60K1015S,23160 ,10 15/16 in,11.02 in / 280 mm,25.59 in / 650 mm,27.17 in / 690 mm,6.3 in / 160 mm,1150000 lbf / 5120000 N,757000 lbf / 3370000 N,,Mounted Bearing,23160,10 15/16 in,Imperial,TAA30SN60K1015SB/TAA30SN60K1015SC/TAA30SN60K1015SEB/TAA30SN60K1015SEC/TAA30SN60K1015SEM/TAA30SN60K1015SEN/TAA30SN60K1015SEO/TAA30SN60K1015SET/TAA30SN60K1015SMT/TAA30SN60K1015SNT/TAA30SN60K1015SO/TAA30SN60K1015ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.02 in/280 mm,22.48 in/571 mm,14.96 in/380 mm,25.59 in/650 mm,27.17 in/690 mm,6.3 in/160 mm,31.1 in/790 mm,10.48 in/266 mm,4.13 in/105 mm,1.5 in/36 mm,10.97 in/279 mm,5.73 in/145.5 mm,0.71 in/18 mm,11.29 in/286.8 mm,1150000 lbf/5120000 N,757000 lbf/3370000 N,0.3,2.25,3.35,,,,,,,0.083 in/2.108 mm,,,
TAA31SN60K1015S,23160 ,10 15/16 in,11.81 in / 300 mm,27.17 in / 690 mm,28.74 in / 730 mm,7.48 in / 190 mm,1150000 lbf / 5120000 N,757000 lbf / 3370000 N,,Mounted Bearing,23160,10 15/16 in,Imperial,TAA31SN60K1015SB/TAA31SN60K1015SC/TAA31SN60K1015SEB/TAA31SN60K1015SEC/TAA31SN60K1015SEM/TAA31SN60K1015SEN/TAA31SN60K1015SEO/TAA31SN60K1015SET/TAA31SN60K1015SMT/TAA31SN60K1015SNT/TAA31SN60K1015SO/TAA31SN60K1015ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.81 in/300 mm,23.27 in/591 mm,14.96 in/380 mm,27.17 in/690 mm,28.74 in/730 mm,7.48 in/190 mm,32.68 in/830 mm,10.48 in/266 mm,4.92 in/125 mm,1.5 in/36 mm,11.63 in/296 mm,5.73 in/145.5 mm,0.71 in/18 mm,11.29 in/286.8 mm,1150000 lbf/5120000 N,757000 lbf/3370000 N,0.3,2.25,3.35,,,,,,,0.083 in/2.108 mm,,,
TAAPH060K1100S,23160 ,11 in,12 in / 304.8 mm,32.75 in / 831.8 mm,33.5 in / 850.9 mm,9 in / 228.6 mm,1150000 lbf / 5120000 N,757000 lbf / 3370000 N,,Mounted Bearing,23160,11 in,Imperial,TAAPH060K1100SB/TAAPH060K1100SC/TAAPH060K1100SEB/TAAPH060K1100SEC/TAAPH060K1100SEM/TAAPH060K1100SEN/TAAPH060K1100SEO/TAAPH060K1100SET/TAAPH060K1100SMT/TAAPH060K1100SNT/TAAPH060K1100SO/TAAPH060K1100ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12 in/304.8 mm,23.46 in/595.9 mm,14.96 in/380 mm,32.75 in/831.8 mm,33.5 in/850.9 mm,9 in/228.6 mm,38.25 in/971.6 mm,12 in/304.8 mm,4.13 in/104.9 mm,1.625 in/42 mm,11.73 in/297.9 mm,5.73 in/145.5 mm,0.71 in/18 mm,11.29 in/286.8 mm,1150000 lbf/5120000 N,757000 lbf/3370000 N,0.3,2.25,3.35,,,,,,,0.083 in/2.108 mm,,,
TAAPH160K1100S,23160 ,11 in,12 in / 304.8 mm,32.75 in / 831.8 mm,33.5 in / 850.9 mm,9 in / 228.6 mm,1150000 lbf / 5120000 N,757000 lbf / 3370000 N,,Mounted Bearing,23160,11 in,Imperial,TAAPH160K1100SB/TAAPH160K1100SC/TAAPH160K1100SEB/TAAPH160K1100SEC/TAAPH160K1100SEM/TAAPH160K1100SEN/TAAPH160K1100SEO/TAAPH160K1100SET/TAAPH160K1100SMT/TAAPH160K1100SNT/TAAPH160K1100SO/TAAPH160K1100ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12 in/304.8 mm,23.46 in/596 mm,14.96 in/380 mm,32.75 in/831.8 mm,33.5 in/850.9 mm,9 in/228.6 mm,38.25 in/971.6 mm,12 in/305 mm,4.33 in/109.9 mm,1.625 in/42 mm,11.73 in/298 mm,5.73 in/145.5 mm,0.71 in/18 mm,11.29 in/286.8 mm,1150000 lbf/5120000 N,757000 lbf/3370000 N,0.3,2.25,3.35,,,,,,,0.083 in/2.108 mm,,,
TAA30SN60K1100S,23160 ,11 in,11.02 in / 280 mm,25.59 in / 650 mm,27.17 in / 690 mm,6.3 in / 160 mm,1150000 lbf / 5120000 N,757000 lbf / 3370000 N,,Mounted Bearing,23160,11 in,Imperial,TAA30SN60K1100SB/TAA30SN60K1100SC/TAA30SN60K1100SEB/TAA30SN60K1100SEC/TAA30SN60K1100SEM/TAA30SN60K1100SEN/TAA30SN60K1100SEO/TAA30SN60K1100SET/TAA30SN60K1100SMT/TAA30SN60K1100SNT/TAA30SN60K1100SO/TAA30SN60K1100ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.02 in/280 mm,22.48 in/571 mm,14.96 in/380 mm,25.59 in/650 mm,27.17 in/690 mm,6.3 in/160 mm,31.1 in/790 mm,10.48 in/266 mm,4.13 in/105 mm,1.5 in/36 mm,10.97 in/279 mm,5.73 in/145.5 mm,0.71 in/18 mm,11.29 in/286.8 mm,1150000 lbf/5120000 N,757000 lbf/3370000 N,0.3,2.25,3.35,,,,,,,0.083 in/2.108 mm,,,
TAA31SN60K1100S,23160 ,11 in,11.81 in / 300 mm,27.17 in / 690 mm,28.74 in / 730 mm,7.48 in / 190 mm,1150000 lbf / 5120000 N,757000 lbf / 3370000 N,,Mounted Bearing,23160,11 in,Imperial,TAA31SN60K1100SB/TAA31SN60K1100SC/TAA31SN60K1100SEB/TAA31SN60K1100SEC/TAA31SN60K1100SEM/TAA31SN60K1100SEN/TAA31SN60K1100SEO/TAA31SN60K1100SET/TAA31SN60K1100SMT/TAA31SN60K1100SNT/TAA31SN60K1100SO/TAA31SN60K1100ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.81 in/300 mm,23.27 in/591 mm,14.96 in/380 mm,27.17 in/690 mm,28.74 in/730 mm,7.48 in/190 mm,32.68 in/830 mm,10.48 in/266 mm,4.92 in/125 mm,1.5 in/36 mm,11.63 in/296 mm,5.73 in/145.5 mm,0.71 in/18 mm,11.29 in/286.8 mm,1150000 lbf/5120000 N,757000 lbf/3370000 N,0.3,2.25,3.35,,,,,,,0.083 in/2.108 mm,,,
TAAPH064K1107S,23164 ,11 7/16 in,12 in / 304.8 mm,32.75 in / 831.9 mm,33.5 in / 850.9 mm,9 in / 228.6 mm,1340000 lbf / 5950000 N,898000 lbf / 3990000 N,,Mounted Bearing,23164,11 7/16 in,Imperial,TAAPH064K1107SB/TAAPH064K1107SC/TAAPH064K1107SEB/TAAPH064K1107SEC/TAAPH064K1107SEM/TAAPH064K1107SEN/TAAPH064K1107SEO/TAAPH064K1107SET/TAAPH064K1107SMT/TAAPH064K1107SNT/TAAPH064K1107SO/TAAPH064K1107ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12 in/304.8 mm,24.25 in/616 mm,15.75 in/400 mm,32.75 in/831.9 mm,33.5 in/850.9 mm,9 in/228.6 mm,38.25 in/971.6 mm,13.5 in/342.9 mm,3.52 in/89.4 mm,1.625 in/42 mm,12.88 in/327.1 mm,6.13 in/155.7 mm,0.78 in/19.8 mm,12.07 in/306.6 mm,1340000 lbf/5950000 N,898000 lbf/3990000 N,0.31,2.14,3.19,,,,,,,0.083 in/2.108 mm,,,
TAAPH164K1107S,23164 ,11 7/16 in,12.81 in / 325.4 mm,35 in / 889 mm,36.5 in / 927.1 mm,10.5 in / 266.7 mm,1340000 lbf / 5950000 N,898000 lbf / 3990000 N,,Mounted Bearing,23164,11 7/16 in,Imperial,TAAPH164K1107SB/TAAPH164K1107SC/TAAPH164K1107SEB/TAAPH164K1107SEC/TAAPH164K1107SEM/TAAPH164K1107SEN/TAAPH164K1107SEO/TAAPH164K1107SET/TAAPH164K1107SMT/TAAPH164K1107SNT/TAAPH164K1107SO/TAAPH164K1107ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12.81 in/325.4 mm,25.06 in/636 mm,15.75 in/400 mm,35 in/889 mm,36.5 in/927.1 mm,10.5 in/266.7 mm,41.75 in/1060.5 mm,13.5 in/342.9 mm,4.33 in/109.9 mm,1.875 in/48 mm,12.88 in/327 mm,6.13 in/155.7 mm,0.78 in/19.8 mm,12.07 in/306.6 mm,1340000 lbf/5950000 N,898000 lbf/3990000 N,0.31,2.14,3.19,,,,,,,0.083 in/2.108 mm,,,
TAA30SN64K1107S,23164 ,11 7/16 in,11.81 in / 300 mm,27.17 in / 690 mm,28.74 in / 730 mm,7.48 in / 190 mm,1340000 lbf / 5950000 N,898000 lbf / 3990000 N,,Mounted Bearing,23164,11 7/16 in,Imperial,TAA30SN64K1107SB/TAA30SN64K1107SC/TAA30SN64K1107SEB/TAA30SN64K1107SEC/TAA30SN64K1107SEM/TAA30SN64K1107SEN/TAA30SN64K1107SEO/TAA30SN64K1107SET/TAA30SN64K1107SMT/TAA30SN64K1107SNT/TAA30SN64K1107SO/TAA30SN64K1107ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.81 in/300 mm,24.06 in/611 mm,15.75 in/400 mm,27.17 in/690 mm,28.74 in/730 mm,7.48 in/190 mm,32.68 in/830 mm,10.87 in/276 mm,3.54 in/90 mm,1.5 in/36 mm,11.57 in/294 mm,6.13 in/155.7 mm,0.78 in/19.8 mm,12.07 in/306.6 mm,1340000 lbf/5950000 N,898000 lbf/3990000 N,0.31,2.14,3.19,,,,,,,0.083 in/2.108 mm,,,
TAA31SN64K1107S,23164 ,11 7/16 in,12.6 in / 320 mm,28.74 in / 730 mm,30.31 in / 770 mm,7.87 in / 200 mm,1340000 lbf / 5950000 N,898000 lbf / 3990000 N,,Mounted Bearing,23164,11 7/16 in,Imperial,TAA31SN64K1107SB/TAA31SN64K1107SC/TAA31SN64K1107SEB/TAA31SN64K1107SEC/TAA31SN64K1107SEM/TAA31SN64K1107SEN/TAA31SN64K1107SEO/TAA31SN64K1107SET/TAA31SN64K1107SMT/TAA31SN64K1107SNT/TAA31SN64K1107SO/TAA31SN64K1107ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12.6 in/320 mm,24.84 in/631 mm,15.75 in/400 mm,28.74 in/730 mm,30.31 in/770 mm,7.87 in/200 mm,34.65 in/880 mm,10.82 in/276 mm,4.33 in/110 mm,1.5 in/36 mm,12.23 in/311 mm,6.13 in/155.7 mm,0.78 in/19.8 mm,12.07 in/306.6 mm,1340000 lbf/5950000 N,898000 lbf/3990000 N,0.31,2.14,3.19,,,,,,,0.083 in/2.108 mm,,,
TAAPH064K1108S,23164 ,11 1/2 in,12 in / 304.8 mm,32.75 in / 831.9 mm,33.5 in / 850.9 mm,9 in / 228.6 mm,1340000 lbf / 5950000 N,898000 lbf / 3990000 N,,Mounted Bearing,23164,11 1/2 in,Imperial,TAAPH064K1108SB/TAAPH064K1108SC/TAAPH064K1108SEB/TAAPH064K1108SEC/TAAPH064K1108SEM/TAAPH064K1108SEN/TAAPH064K1108SEO/TAAPH064K1108SET/TAAPH064K1108SMT/TAAPH064K1108SNT/TAAPH064K1108SO/TAAPH064K1108ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12 in/304.8 mm,24.25 in/616 mm,15.75 in/400 mm,32.75 in/831.9 mm,33.5 in/850.9 mm,9 in/228.6 mm,38.25 in/971.6 mm,13.5 in/342.9 mm,3.52 in/89.4 mm,1.625 in/42 mm,12.88 in/327.1 mm,6.13 in/155.7 mm,0.78 in/19.8 mm,12.07 in/306.6 mm,1340000 lbf/5950000 N,898000 lbf/3990000 N,0.31,2.14,3.19,,,,,,,0.083 in/2.108 mm,,,
TAAPH164K1108S,23164 ,11 1/2 in,12.81 in / 325.4 mm,35 in / 889 mm,36.5 in / 927.1 mm,10.5 in / 266.7 mm,1340000 lbf / 5950000 N,898000 lbf / 3990000 N,,Mounted Bearing,23164,11 1/2 in,Imperial,TAAPH164K1108SB/TAAPH164K1108SC/TAAPH164K1108SEB/TAAPH164K1108SEC/TAAPH164K1108SEM/TAAPH164K1108SEN/TAAPH164K1108SEO/TAAPH164K1108SET/TAAPH164K1108SMT/TAAPH164K1108SNT/TAAPH164K1108SO/TAAPH164K1108ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12.81 in/325.4 mm,25.06 in/636 mm,15.75 in/400 mm,35 in/889 mm,36.5 in/927.1 mm,10.5 in/266.7 mm,41.75 in/1060.5 mm,13.5 in/342.9 mm,4.33 in/109.9 mm,1.875 in/48 mm,12.88 in/327 mm,6.13 in/155.7 mm,0.78 in/19.8 mm,12.07 in/306.6 mm,1340000 lbf/5950000 N,898000 lbf/3990000 N,0.31,2.14,3.19,,,,,,,0.083 in/2.108 mm,,,
TAA30SN64K1108S,23164 ,11 1/2 in,11.81 in / 300 mm,27.17 in / 690 mm,28.74 in / 730 mm,7.48 in / 190 mm,1340000 lbf / 5950000 N,898000 lbf / 3990000 N,,Mounted Bearing,23164,11 1/2 in,Imperial,TAA30SN64K1108SB/TAA30SN64K1108SC/TAA30SN64K1108SEB/TAA30SN64K1108SEC/TAA30SN64K1108SEM/TAA30SN64K1108SEN/TAA30SN64K1108SEO/TAA30SN64K1108SET/TAA30SN64K1108SMT/TAA30SN64K1108SNT/TAA30SN64K1108SO/TAA30SN64K1108ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.81 in/300 mm,24.06 in/611 mm,15.75 in/400 mm,27.17 in/690 mm,28.74 in/730 mm,7.48 in/190 mm,32.68 in/830 mm,10.87 in/276 mm,3.54 in/90 mm,1.5 in/36 mm,11.57 in/294 mm,6.13 in/155.7 mm,0.78 in/19.8 mm,12.07 in/306.6 mm,1340000 lbf/5950000 N,898000 lbf/3990000 N,0.31,2.14,3.19,,,,,,,0.083 in/2.108 mm,,,
TAA31SN64K1108S,23164 ,11 1/2 in,12.6 in / 320 mm,28.74 in / 730 mm,30.31 in / 770 mm,7.87 in / 200 mm,1340000 lbf / 5950000 N,898000 lbf / 3990000 N,,Mounted Bearing,23164,11 1/2 in,Imperial,TAA31SN64K1108SB/TAA31SN64K1108SC/TAA31SN64K1108SEB/TAA31SN64K1108SEC/TAA31SN64K1108SEM/TAA31SN64K1108SEN/TAA31SN64K1108SEO/TAA31SN64K1108SET/TAA31SN64K1108SMT/TAA31SN64K1108SNT/TAA31SN64K1108SO/TAA31SN64K1108ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12.6 in/320 mm,24.84 in/631 mm,15.75 in/400 mm,28.74 in/730 mm,30.31 in/770 mm,7.87 in/200 mm,34.65 in/880 mm,10.82 in/276 mm,4.33 in/110 mm,1.5 in/36 mm,12.23 in/311 mm,6.13 in/155.7 mm,0.78 in/19.8 mm,12.07 in/306.6 mm,1340000 lbf/5950000 N,898000 lbf/3990000 N,0.31,2.14,3.19,,,,,,,0.083 in/2.108 mm,,,
TAAPH064K1115S,23164 ,11.9375 in,12 in / 304.8 mm,32.75 in / 831.9 mm,33.5 in / 850.9 mm,9 in / 228.6 mm,1340000 lbf / 5950000 N,898000 lbf / 3990000 N,,Mounted Bearing,23164,11.9375 in,Imperial,TAAPH064K1115SB/TAAPH064K1115SC/TAAPH064K1115SEB/TAAPH064K1115SEC/TAAPH064K1115SEM/TAAPH064K1115SEN/TAAPH064K1115SEO/TAAPH064K1115SET/TAAPH064K1115SMT/TAAPH064K1115SNT/TAAPH064K1115SO/TAAPH064K1115ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12 in/304.8 mm,24.25 in/616 mm,15.75 in/400 mm,32.75 in/831.9 mm,33.5 in/850.9 mm,9 in/228.6 mm,38.25 in/971.6 mm,13.5 in/342.9 mm,3.52 in/89.4 mm,1.625 in/42 mm,12.88 in/327.1 mm,6.13 in/155.7 mm,0.78 in/19.8 mm,12.07 in/306.6 mm,1340000 lbf/5950000 N,898000 lbf/3990000 N,0.31,2.14,3.19,,,,,,,0.083 in/2.108 mm,,,
TAAPH164K1115S,23164 ,11.9375 in,12.81 in / 325.4 mm,35 in / 889 mm,36.5 in / 927.1 mm,10.5 in / 266.7 mm,1340000 lbf / 5950000 N,898000 lbf / 3990000 N,,Mounted Bearing,23164,11.9375 in,Imperial,TAAPH164K1115SB/TAAPH164K1115SC/TAAPH164K1115SEB/TAAPH164K1115SEC/TAAPH164K1115SEM/TAAPH164K1115SEN/TAAPH164K1115SEO/TAAPH164K1115SET/TAAPH164K1115SMT/TAAPH164K1115SNT/TAAPH164K1115SO/TAAPH164K1115ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12.81 in/325.4 mm,25.06 in/636 mm,15.75 in/400 mm,35 in/889 mm,36.5 in/927.1 mm,10.5 in/266.7 mm,41.75 in/1060.5 mm,13.5 in/342.9 mm,4.33 in/109.9 mm,1.875 in/48 mm,12.88 in/327 mm,6.13 in/155.7 mm,0.78 in/19.8 mm,12.07 in/306.6 mm,1340000 lbf/5950000 N,898000 lbf/3990000 N,0.31,2.14,3.19,,,,,,,0.083 in/2.108 mm,,,
TAA30SN64K1115S,23164 ,11.9375 in,11.81 in / 300 mm,27.17 in / 690 mm,28.74 in / 730 mm,7.48 in / 190 mm,1340000 lbf / 5950000 N,898000 lbf / 3990000 N,,Mounted Bearing,23164,11.9375 in,Imperial,TAA30SN64K1115SB/TAA30SN64K1115SC/TAA30SN64K1115SEB/TAA30SN64K1115SEC/TAA30SN64K1115SEM/TAA30SN64K1115SEN/TAA30SN64K1115SEO/TAA30SN64K1115SET/TAA30SN64K1115SMT/TAA30SN64K1115SNT/TAA30SN64K1115SO/TAA30SN64K1115ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.81 in/300 mm,24.06 in/611 mm,15.75 in/400 mm,27.17 in/690 mm,28.74 in/730 mm,7.48 in/190 mm,32.68 in/830 mm,10.87 in/276 mm,3.54 in/90 mm,1.5 in/36 mm,11.57 in/294 mm,6.13 in/155.7 mm,0.78 in/19.8 mm,12.07 in/306.6 mm,1340000 lbf/5950000 N,898000 lbf/3990000 N,0.31,2.14,3.19,,,,,,,0.083 in/2.108 mm,,,
TAA31SN64K1115S,23164 ,11.9375 in,12.6 in / 320 mm,28.74 in / 730 mm,30.31 in / 770 mm,7.87 in / 200 mm,1340000 lbf / 5950000 N,898000 lbf / 3990000 N,,Mounted Bearing,23164,11.9375 in,Imperial,TAA31SN64K1115SB/TAA31SN64K1115SC/TAA31SN64K1115SEB/TAA31SN64K1115SEC/TAA31SN64K1115SEM/TAA31SN64K1115SEN/TAA31SN64K1115SEO/TAA31SN64K1115SET/TAA31SN64K1115SMT/TAA31SN64K1115SNT/TAA31SN64K1115SO/TAA31SN64K1115ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12.6 in/320 mm,24.84 in/631 mm,15.75 in/400 mm,28.74 in/730 mm,30.31 in/770 mm,7.87 in/200 mm,34.65 in/880 mm,10.82 in/276 mm,4.33 in/110 mm,1.5 in/36 mm,12.23 in/311 mm,6.13 in/155.7 mm,0.78 in/19.8 mm,12.07 in/306.6 mm,1340000 lbf/5950000 N,898000 lbf/3990000 N,0.31,2.14,3.19,,,,,,,0.083 in/2.108 mm,,,
