Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RVV,Dimension SVV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVVPG11V050S,22211 ,50 mm,2.75 in / 69.9 mm,7.18 in / 182.4 mm,8.56 in / 217.4 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,QVVPG11V050SB/QVVPG11V050SC/QVVPG11V050SEB/QVVPG11V050SEC/QVVPG11V050SEM/QVVPG11V050SEN/QVVPG11V050SEO/QVVPG11V050SET/QVVPG11V050SM/QVVPG11V050SN/QVVPG11V050SO/QVVPG11V050ST,Double V-Lock,Four-Bolt Pillow Block,0883450147590/0883450147842/0883450152686/0883450152839/0883450174992/0883450175142/0883450183895/0883450184885/0883450265027/0883450276511/0883450282642/0883450282796,2.75 in/69.9 mm,5.31 in/134.9 mm,2.99 in/75.9 mm,7.18 in/182.4 mm,8.56 in/217.4 mm,1.57 in/39.9 mm,9.88 in/251 mm,2.7 in/68.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.36 in/85.3 mm,0.82 in/20.8 mm,4.02 in/102.1 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.076 mm,0.0037 in/0.094 mm
QVVPH11V050S,22211 ,50 mm,2.75 in / 69.9 mm,7.18 in / 182.4 mm,8.56 in / 217.4 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,QVVPH11V050SB/QVVPH11V050SC/QVVPH11V050SEB/QVVPH11V050SEC/QVVPH11V050SEM/QVVPH11V050SEN/QVVPH11V050SEO/QVVPH11V050SET/QVVPH11V050SM/QVVPH11V050SN/QVVPH11V050SO/QVVPH11V050ST,Double V-Lock,Four-Bolt Pillow Block,0883450148580/0883450148757/0883450153294/0883450153447/0883450176286/0883450176484/0883450185493/0883450185646/0883450279048/0883450279192/0883450283243/0883450283397,2.75 in/69.9 mm,5.31 in/134.9 mm,2.99 in/75.9 mm,7.18 in/182.4 mm,8.56 in/217.4 mm,1.57 in/39.9 mm,9.88 in/251 mm,2.7 in/68.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.36 in/85.3 mm,0.82 in/20.8 mm,4.02 in/102.1 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.076 mm,0.0037 in/0.094 mm
QVVPH13V055S,22213 ,55 mm,3 in / 76.2 mm,7.18 in / 182.4 mm,8.56 in / 217.4 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,Mounted Bearing,22213,55 mm,Metric,QVVPH13V055SB/QVVPH13V055SC/QVVPH13V055SEB/QVVPH13V055SEC/QVVPH13V055SEM/QVVPH13V055SEN/QVVPH13V055SEO/QVVPH13V055SET/QVVPH13V055SM/QVVPH13V055SN/QVVPH13V055SO/QVVPH13V055ST,Double V-Lock,Four-Bolt Pillow Block,0883450148658/0883450148849/0883450153348/0883450153492/0883450176330/0883450176538/0883450185547/0883450185691/0883450279093/0883450279246/0883450283298/0883450283441,3 in/76.2 mm,5.95 in/151.1 mm,3.16 in/80.3 mm,7.18 in/182.4 mm,8.56 in/217.4 mm,2 in/50.8 mm,10.31 in/261.9 mm,3.25 in/82.6 mm,1.23 in/31.2 mm,0.5 in/12 mm,3.64 in/92.5 mm,0.67 in/17 mm,4.02 in/102.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.076 mm,0.0037 in/0.094 mm
QVVPG12V055S,22212 ,55 mm,2.76 in / 70 mm,7 in / 177.8 mm,8.63 in / 219.2 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,Mounted Bearing,22212,55 mm,Metric,QVVPG12V055SB/QVVPG12V055SC/QVVPG12V055SEB/QVVPG12V055SEC/QVVPG12V055SEM/QVVPG12V055SEN/QVVPG12V055SEO/QVVPG12V055SET/QVVPG12V055SM/QVVPG12V055SN/QVVPG12V055SO/QVVPG12V055ST,Double V-Lock,Four-Bolt Pillow Block,883450424165/883450424172/883450424189/883450424196/883450424202/883450424219/883450424226/883450424233/883450424240/883450424257/883450424264/883450424271,2.76 in/70 mm,5.53 in/140.5 mm,3.15 in/80 mm,7 in/177.8 mm,8.63 in/219.2 mm,1.38 in/35.1 mm,10 in/254 mm,2.75 in/69.9 mm,1.25 in/31.8 mm,0.5 in/12 mm,3.39 in/86.1 mm,0.82 in/20.8 mm,4.02 in/102.1 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPF14V060S,22214 ,60 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,7.63 in / 193.8 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,60 mm,Metric,QVVPF14V060SB/QVVPF14V060SC/QVVPF14V060SEB/QVVPF14V060SEC/QVVPF14V060SEM/QVVPF14V060SEN/QVVPF14V060SEO/QVVPF14V060SET/QVVPF14V060SM/QVVPF14V060SN/QVVPF14V060SO/QVVPF14V060ST,Double V-Lock,Four-Bolt Pillow Block,0883450074018/0883450074049/0883450074117/0883450173759/0883450173940/0883450174138/0883450203760/0883450204149/0883450216180/0883450216562/0883450228602/0883450228985,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.88 in/174.8 mm,7.63 in/193.8 mm,1.75 in/44.5 mm,9.25 in/235 mm,3 in/76.2 mm,0.98 in/24.9 mm,0.625 in/16 mm,3.55 in/90.2 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPH15V060S,22215 ,60 mm,3.25 in / 82.6 mm,7.94 in / 201.7 mm,9.69 in / 246.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,60 mm,Metric,QVVPH15V060SB/QVVPH15V060SC/QVVPH15V060SEB/QVVPH15V060SEC/QVVPH15V060SEM/QVVPH15V060SEN/QVVPH15V060SEO/QVVPH15V060SET/QVVPH15V060SM/QVVPH15V060SN/QVVPH15V060SO/QVVPH15V060ST,Double V-Lock,Four-Bolt Pillow Block,0883450076128/0883450076135/0883450209090/0883450209243/0883450221528/0883450221672/0883450233958/0883450234108/0883450242691/0883450242844/0883450247658/0883450247801,3.25 in/82.6 mm,6.38 in/162.1 mm,3.7 in/94 mm,7.94 in/201.7 mm,9.69 in/246.1 mm,1.88 in/47.8 mm,10.88 in/276.4 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.5 in/12 mm,3.61 in/91.7 mm,0.71 in/18 mm,4.09 in/103.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPR14V060S,22214 ,60 mm,2.75 in / 69.9 mm,7.13 in / 181.1 mm,8.75 in / 222.3 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,60 mm,Metric,QVVPR14V060SB/QVVPR14V060SC/QVVPR14V060SEB/QVVPR14V060SEC/QVVPR14V060SEM/QVVPR14V060SEN/QVVPR14V060SEO/QVVPR14V060SET/QVVPR14V060SM/QVVPR14V060SN/QVVPR14V060SO/QVVPR14V060ST,Double V-Lock,Four-Bolt Pillow Block,0883450080217/0883450080224/0883450080231/0883450175654/0883450175845/0883450176033/0883450204491/0883450204811/0883450216913/0883450217231/0883450229333/0883450229654,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,7.13 in/181.1 mm,8.75 in/222.3 mm,1.88 in/47.8 mm,10.25 in/260.4 mm,3.25 in/82.6 mm,0.98 in/24.9 mm,0.625 in/16 mm,3.67 in/93.2 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPK15V060S,22215 ,60 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,60 mm,Metric,QVVPK15V060SB/QVVPK15V060SC/QVVPK15V060SEB/QVVPK15V060SEC/QVVPK15V060SEM/QVVPK15V060SEN/QVVPK15V060SEO/QVVPK15V060SET/QVVPK15V060SM/QVVPK15V060SN/QVVPK15V060SO/QVVPK15V060ST,Double V-Lock,Four-Bolt Pillow Block,0883450076463/0883450076470/0883450209502/0883450209625/0883450221900/0883450222051/0883450234399/0883450234542/0883450243070/0883450243223/0883450248037/0883450248181,3.5 in/88.9 mm,6.83 in/173.5 mm,3.7 in/94 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,4.17 in/105.9 mm,0.51 in/13 mm,4.09 in/103.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPX14V060S,22214 ,60 mm,3 in / 76.2 mm,6.94 in / 176.3 mm,9.56 in / 242.8 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,60 mm,Metric,QVVPX14V060SB/QVVPX14V060SC/QVVPX14V060SEB/QVVPX14V060SEC/QVVPX14V060SEM/QVVPX14V060SEN/QVVPX14V060SEO/QVVPX14V060SET/QVVPX14V060SM/QVVPX14V060SN/QVVPX14V060SO/QVVPX14V060ST,Double V-Lock,Four-Bolt Pillow Block,0883450370394/0883450370400/0883450370417/0883450370424/0883450370431/0883450370448/0883450370455/0883450370462/0883450370479/0883450370486/0883450370493/0883450370509,3 in/76.2 mm,6.05 in/153.7 mm,3.7 in/94 mm,6.94 in/176.3 mm,9.56 in/242.8 mm,2.63 in/66.8 mm,11.25 in/285.8 mm,3.88 in/98.6 mm,1.22 in/31 mm,0.625 in/16 mm,3.99 in/101.3 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPG14V060S,22214 ,60 mm,3.15 in / 80 mm,7.18 in / 182.4 mm,8.56 in / 217.4 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,60 mm,Metric,QVVPG14V060SB/QVVPG14V060SC/QVVPG14V060SEB/QVVPG14V060SEC/QVVPG14V060SEM/QVVPG14V060SEN/QVVPG14V060SEO/QVVPG14V060SET/QVVPG14V060SM/QVVPG14V060SN/QVVPG14V060SO/QVVPG14V060ST,Double V-Lock,Four-Bolt Pillow Block,883450424288/883450424295/883450424301/883450424318/883450424325/883450424332/883450424349/883450424356/883450424363/883450424370/883450424387/883450424394,3.15 in/80 mm,6.1 in/154.9 mm,3.7 in/94 mm,7.18 in/182.4 mm,8.56 in/217.4 mm,1.89 in/48 mm,10.31 in/261.9 mm,3.25 in/82.6 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.67 in/93.2 mm,0.54 in/13.7 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0037,0.0047,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPF14V065S,22214 ,65 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,7.63 in / 193.8 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,65 mm,Metric,QVVPF14V065SB/QVVPF14V065SC/QVVPF14V065SEB/QVVPF14V065SEC/QVVPF14V065SEM/QVVPF14V065SEN/QVVPF14V065SEO/QVVPF14V065SET/QVVPF14V065SM/QVVPF14V065SN/QVVPF14V065SO/QVVPF14V065ST,Double V-Lock,Four-Bolt Pillow Block,0883450074148/0883450074216/0883450074247/0883450173780/0883450173971/0883450174169/0883450203791/0883450204170/0883450216210/0883450216593/0883450228633/0883450229012,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.88 in/174.8 mm,7.63 in/193.8 mm,1.75 in/44.5 mm,9.25 in/235 mm,3 in/76.2 mm,0.98 in/24.9 mm,0.625 in/16 mm,3.55 in/90.2 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPG15V065S,22215 ,65 mm,3.15 in / 80 mm,7.94 in / 201.7 mm,9.69 in / 246.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,QVVPG15V065SB/QVVPG15V065SC/QVVPG15V065SEB/QVVPG15V065SEC/QVVPG15V065SEM/QVVPG15V065SEN/QVVPG15V065SEO/QVVPG15V065SET/QVVPG15V065SM/QVVPG15V065SN/QVVPG15V065SO/QVVPG15V065ST,Double V-Lock,Four-Bolt Pillow Block,0883450075800/0883450075817/0883450208826/0883450208970/0883450221252/0883450221405/0883450233682/0883450233835/0883450242424/0883450242578/0883450247382/0883450247535,3.15 in/80 mm,6.38 in/162.1 mm,3.7 in/94 mm,7.94 in/201.7 mm,9.69 in/246.1 mm,1.56 in/39.6 mm,10.88 in/276.4 mm,3.13 in/79.5 mm,1.19 in/30.2 mm,0.625 in/16 mm,3.61 in/91.7 mm,0.62 in/15.7 mm,4.09 in/103.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPH15V065S,22215 ,65 mm,3.25 in / 82.6 mm,7.94 in / 201.7 mm,9.69 in / 246.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,QVVPH15V065SB/QVVPH15V065SC/QVVPH15V065SEB/QVVPH15V065SEC/QVVPH15V065SEM/QVVPH15V065SEN/QVVPH15V065SEO/QVVPH15V065SET/QVVPH15V065SM/QVVPH15V065SN/QVVPH15V065SO/QVVPH15V065ST,Double V-Lock,Four-Bolt Pillow Block,0883450076142/0883450076159/0883450209120/0883450209274/0883450221559/0883450221702/0883450233989/0883450234139/0883450242721/0883450242875/0883450247689/0883450247832,3.25 in/82.6 mm,6.38 in/162.1 mm,3.7 in/94 mm,7.94 in/201.7 mm,9.69 in/246.1 mm,1.88 in/47.8 mm,10.88 in/276.4 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.5 in/12 mm,3.61 in/91.7 mm,0.71 in/18 mm,4.09 in/103.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPR14V065S,22214 ,65 mm,2.75 in / 69.9 mm,7.13 in / 181.1 mm,8.75 in / 222.3 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,65 mm,Metric,QVVPR14V065SB/QVVPR14V065SC/QVVPR14V065SEB/QVVPR14V065SEC/QVVPR14V065SEM/QVVPR14V065SEN/QVVPR14V065SEO/QVVPR14V065SET/QVVPR14V065SM/QVVPR14V065SN/QVVPR14V065SO/QVVPR14V065ST,Double V-Lock,Four-Bolt Pillow Block,0883450080248/0883450080255/0883450080262/0883450175685/0883450175876/0883450176064/0883450204521/0883450204842/0883450216944/0883450217262/0883450229364/0883450229685,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,7.13 in/181.1 mm,8.75 in/222.3 mm,1.88 in/47.8 mm,10.25 in/260.4 mm,3.25 in/82.6 mm,0.98 in/24.9 mm,0.625 in/16 mm,3.67 in/93.2 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPK15V065S,22215 ,65 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,QVVPK15V065SB/QVVPK15V065SC/QVVPK15V065SEB/QVVPK15V065SEC/QVVPK15V065SEM/QVVPK15V065SEN/QVVPK15V065SEO/QVVPK15V065SET/QVVPK15V065SM/QVVPK15V065SN/QVVPK15V065SO/QVVPK15V065ST,Double V-Lock,Four-Bolt Pillow Block,0883450076487/0883450076494/0883450209533/0883450209656/0883450221931/0883450222082/0883450234429/0883450234573/0883450243100/0883450243254/0883450248068/0883450248211,3.5 in/88.9 mm,6.83 in/173.5 mm,3.7 in/94 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,4.17 in/105.9 mm,0.51 in/13 mm,4.09 in/103.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPX14V065S,22214 ,65 mm,3 in / 76.2 mm,6.94 in / 176.3 mm,9.56 in / 242.8 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,65 mm,Metric,QVVPX14V065SB/QVVPX14V065SC/QVVPX14V065SEB/QVVPX14V065SEC/QVVPX14V065SEM/QVVPX14V065SEN/QVVPX14V065SEO/QVVPX14V065SET/QVVPX14V065SM/QVVPX14V065SN/QVVPX14V065SO/QVVPX14V065ST,Double V-Lock,Four-Bolt Pillow Block,0883450370516/0883450370523/0883450370530/0883450370547/0883450370554/0883450370561/0883450370578/0883450370585/0883450370592/0883450370608/0883450370615/0883450370622,3 in/76.2 mm,6.05 in/153.7 mm,3.7 in/94 mm,6.94 in/176.3 mm,9.56 in/242.8 mm,2.63 in/66.8 mm,11.25 in/285.8 mm,3.88 in/98.6 mm,1.22 in/31 mm,0.625 in/16 mm,3.99 in/101.3 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVVPF16V070S,22216 ,70 mm,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,QVVPF16V070SB/QVVPF16V070SC/QVVPF16V070SEB/QVVPF16V070SEC/QVVPF16V070SEM/QVVPF16V070SEN/QVVPF16V070SEO/QVVPF16V070SET/QVVPF16V070SM/QVVPF16V070SN/QVVPF16V070SO/QVVPF16V070ST,Double V-Lock,Four-Bolt Pillow Block,0883450074612/0883450074643/0883450074711/0883450173810/0883450174008/0883450174190/0883450203821/0883450204200/0883450216241/0883450216623/0883450228664/0883450229043,3.25 in/82.6 mm,6.59 in/167.4 mm,4.19 in/106.4 mm,7.6 in/193 mm,9.1 in/231.1 mm,1.88 in/47.8 mm,10.44 in/265.2 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.625 in/16 mm,3.66 in/93 mm,0.6 in/15.2 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPH17V070S,22217 ,70 mm,3.75 in / 95.3 mm,9.44 in / 239.8 mm,11.31 in / 287.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,70 mm,Metric,QVVPH17V070SB/QVVPH17V070SC/QVVPH17V070SEB/QVVPH17V070SEC/QVVPH17V070SEM/QVVPH17V070SEN/QVVPH17V070SEO/QVVPH17V070SET/QVVPH17V070SM/QVVPH17V070SN/QVVPH17V070SO/QVVPH17V070ST,Double V-Lock,Four-Bolt Pillow Block,0883450148689/0883450148894/0883450153379/0883450153522/0883450176361/0883450176569/0883450185578/0883450185721/0883450279123/0883450279277/0883450283328/0883450283472,3.75 in/95.3 mm,7.2 in/182.9 mm,4.19 in/106.4 mm,9.44 in/239.8 mm,11.31 in/287.3 mm,2.13 in/54.1 mm,12.63 in/320.8 mm,3.63 in/92.2 mm,1.26 in/32 mm,0.625 in/16 mm,3.91 in/99.3 mm,0.59 in/15 mm,4.18 in/106.2 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPR16V070S,22216 ,70 mm,3.13 in / 79.5 mm,8 in / 203.2 mm,9.6 in / 243.8 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,QVVPR16V070SB/QVVPR16V070SC/QVVPR16V070SEB/QVVPR16V070SEC/QVVPR16V070SEM/QVVPR16V070SEN/QVVPR16V070SEO/QVVPR16V070SET/QVVPR16V070SM/QVVPR16V070SN/QVVPR16V070SO/QVVPR16V070ST,Double V-Lock,Four-Bolt Pillow Block,0883450080415/0883450080446/0883450080514/0883450175715/0883450175906/0883450176095/0883450204552/0883450204873/0883450216975/0883450217293/0883450229395/0883450229715,3.13 in/79.5 mm,6.47 in/164.3 mm,4.19 in/106.4 mm,8 in/203.2 mm,9.6 in/243.8 mm,2.13 in/54.1 mm,10.83 in/275.1 mm,3.38 in/85.9 mm,1.16 in/29.5 mm,0.625 in/16 mm,3.78 in/96 mm,0.6 in/15.2 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPK17V070S,22217 ,70 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,70 mm,Metric,QVVPK17V070SB/QVVPK17V070SC/QVVPK17V070SEB/QVVPK17V070SEC/QVVPK17V070SEM/QVVPK17V070SEN/QVVPK17V070SEO/QVVPK17V070SET/QVVPK17V070SM/QVVPK17V070SN/QVVPK17V070SO/QVVPK17V070ST,Double V-Lock,Four-Bolt Pillow Block,0883450149440/0883450149594/0883450153898/0883450153980/0883450176989/0883450177078/0883450187015/0883450187183/0883450279642/0883450279734/0883450283847/0883450283939,4 in/101.6 mm,7.92 in/201.2 mm,4.19 in/106.4 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.34 in/8.6 mm,4.18 in/106.2 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
QVVPX16V070S,22216 ,70 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,QVVPX16V070SB/QVVPX16V070SC/QVVPX16V070SEB/QVVPX16V070SEC/QVVPX16V070SEM/QVVPX16V070SEN/QVVPX16V070SEO/QVVPX16V070SET/QVVPX16V070SM/QVVPX16V070SN/QVVPX16V070SO/QVVPX16V070ST/QVVPX16V070STNG,Double V-Lock,Four-Bolt Pillow Block,0883450370875/0883450370882/0883450370899/0883450370905/0883450370912/0883450370929/0883450370936/0883450370943/0883450370950/0883450370967/0883450370974/0883450370981/0883450460484,3.5 in/88.9 mm,6.83 in/173.5 mm,4.19 in/106.4 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,4.22 in/107.2 mm,0.56 in/14.2 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
