Part Number,Shaft Size,Shaft Size Type,Dimension L,Dimension A,C90 Dynamic Load Rating,Max. Speed,Lubrication,Housing Coating,CAD,Shaft Size,Shaft Size Type,UPC Code,Lubrication,Housing Coating,Dimension B,Dimension L,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension H1,Dimension H2,Dimension d1,Dimension H,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating1,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load2,Fr-max Maximum Allowable Slip Fit Radial Load3,Max. Speed4,Note,Type E Closed Cover Number,Dimension Ac,Dimension d2,Type E Open Cover Number
E-P2B-TRB-3 1/2-ECO/ECC,3 1/2 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 1/2 in'],['Imperial'],['0883450505666'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-H'],['6 in'],['6.7 in'],['EUDR-3 1/2']
E-P2B-TRB-3 1/2-ECO/ECO,3 1/2 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 1/2 in'],['Imperial'],['0883450508896'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['6.1 in'],['6.7 in'],['EUDR-3 1/2']
E-P2B-TRB-3 1/2-ECO,3 1/2 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['3 1/2 in'],['Imperial'],['0883450507264'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.8 in'],['6.7 in'],['EUDR-3 1/2']
E-P2B-TRB-3 1/2-SLA,3 1/2 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Solid Lube - Industrial ,E-Coat ,,['3 1/2 in'],['Imperial'],,['Solid Lube - Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-3 1/2-SLJ,3 1/2 in,Imperial ,14 in,3-1/2 in,19600 lbf,1640 rpm,Solid Lube - Food Grade ,E-Coat ,,['3 1/2 in'],['Imperial'],,['Solid Lube - Food Grade'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-35MM,35 mm,Metric ,7-3/8 in,2-1/8 in,6100 lbf,3820 rpm,Grease - Premium Industrial ,E-Coat ,,['35 mm'],['Metric'],['053893775425'],['Grease - Premium Industrial'],['E-Coat'],['3 in'],['7-3/8 in'],['2-1/8 in'],['5-5/8 in'],['5-7/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/8 in'],['3-3/4 in'],['2-3/4 in'],['1-7/8 in'],['0.46'],['0.87'],['1.89'],['0.7'],['2.28'],['1.31'],['6100 lbf'],['26000 lbf'],['2590 lbf'],['5000 lbf'],['3820 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-35MM-ECC,35 mm,Metric ,7-3/8 in,2-1/8 in,6100 lbf,3820 rpm,Grease - Premium Industrial ,E-Coat ,,['35 mm'],['Metric'],['0883450504072'],['Grease - Premium Industrial'],['E-Coat'],['3 in'],['7-3/8 in'],['2-1/8 in'],['5-5/8 in'],['5-7/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/8 in'],['3-3/4 in'],['2-3/4 in'],['1-7/8 in'],['0.46'],['0.87'],['1.89'],['0.7'],['2.28'],['1.31'],['6100 lbf'],['26000 lbf'],['2590 lbf'],['5000 lbf'],['3820 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-B'],['3.12 in'],['3.345 in'],
E-P2B-TRB-35MM-ECO/ECC,35 mm,Metric ,7-3/8 in,2-1/8 in,6100 lbf,3820 rpm,Grease - Premium Industrial ,E-Coat ,,['35 mm'],['Metric'],['0883450505703'],['Grease - Premium Industrial'],['E-Coat'],['3 in'],['7-3/8 in'],['2-1/8 in'],['5-5/8 in'],['5-7/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/8 in'],['3-3/4 in'],['2-3/4 in'],['1-7/8 in'],['0.46'],['0.87'],['1.89'],['0.7'],['2.28'],['1.31'],['6100 lbf'],['26000 lbf'],['2590 lbf'],['5000 lbf'],['3820 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-B'],['4.215 in'],['3.345 in'],['EUDR-35MM']
E-P2B-TRB-35MM-ECO/ECO,35 mm,Metric ,7-3/8 in,2-1/8 in,6100 lbf,3820 rpm,Grease - Premium Industrial ,E-Coat ,,['35 mm'],['Metric'],['0883450508933'],['Grease - Premium Industrial'],['E-Coat'],['3 in'],['7-3/8 in'],['2-1/8 in'],['5-5/8 in'],['5-7/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/8 in'],['3-3/4 in'],['2-3/4 in'],['1-7/8 in'],['0.46'],['0.87'],['1.89'],['0.7'],['2.28'],['1.31'],['6100 lbf'],['26000 lbf'],['2590 lbf'],['5000 lbf'],['3820 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.315 in'],['3.345 in'],['EUDR-35MM']
E-P2B-TRB-35MM-ECO,35 mm,Metric ,7-3/8 in,2-1/8 in,6100 lbf,3820 rpm,Grease - Premium Industrial ,E-Coat ,,['35 mm'],['Metric'],['0883450507301'],['Grease - Premium Industrial'],['E-Coat'],['3 in'],['7-3/8 in'],['2-1/8 in'],['5-5/8 in'],['5-7/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/8 in'],['3-3/4 in'],['2-3/4 in'],['1-7/8 in'],['0.46'],['0.87'],['1.89'],['0.7'],['2.28'],['1.31'],['6100 lbf'],['26000 lbf'],['2590 lbf'],['5000 lbf'],['3820 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['3.22 in'],['3.345 in'],['EUDR-35MM']
E-P2B-TRB-35MM-SLA,35 mm,Metric ,7-3/8 in,2-1/8 in,6100 lbf,3820 rpm,Solid Lube - Industrial ,E-Coat ,,['35 mm'],['Metric'],,['Solid Lube - Industrial'],['E-Coat'],['3 in'],['7-3/8 in'],['2-1/8 in'],['5-5/8 in'],['5-7/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/8 in'],['3-3/4 in'],['2-3/4 in'],['1-7/8 in'],['0.46'],['0.87'],['1.89'],['0.7'],['2.28'],['1.31'],['6100 lbf'],['26000 lbf'],['2590 lbf'],['5000 lbf'],['3820 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-35MM-SLJ,35 mm,Metric ,7-3/8 in,2-1/8 in,6100 lbf,3820 rpm,Solid Lube - Food Grade ,E-Coat ,,['35 mm'],['Metric'],,['Solid Lube - Food Grade'],['E-Coat'],['3 in'],['7-3/8 in'],['2-1/8 in'],['5-5/8 in'],['5-7/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/8 in'],['3-3/4 in'],['2-3/4 in'],['1-7/8 in'],['0.46'],['0.87'],['1.89'],['0.7'],['2.28'],['1.31'],['6100 lbf'],['26000 lbf'],['2590 lbf'],['5000 lbf'],['3820 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-40MM,40 mm,Metric ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['40 mm'],['Metric'],['053893775432'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-40MM-ECC,40 mm,Metric ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['40 mm'],['Metric'],['0883450504096'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-C'],['3.357 in'],['3.95 in'],
E-P2B-TRB-40MM-ECO/ECC,40 mm,Metric ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['40 mm'],['Metric'],['0883450505727'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-C'],['4.439 in'],['3.95 in'],['EUDR-40MM']
E-P2B-TRB-40MM-ECO/ECO,40 mm,Metric ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['40 mm'],['Metric'],['0883450508957'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.539 in'],['3.95 in'],['EUDR-40MM']
E-P2B-TRB-40MM-ECO,40 mm,Metric ,7-7/8 in,2-3/8 in,7860 lbf,3320 rpm,Grease - Premium Industrial ,E-Coat ,,['40 mm'],['Metric'],['0883450507325'],['Grease - Premium Industrial'],['E-Coat'],['3-3/8 in'],['7-7/8 in'],['2-3/8 in'],['6-1/8 in'],['6-3/8 in'],['1/2 in'],['5/8 in'],['3/4 in'],['1-1/4 in'],['4-1/4 in'],['3-3/16 in'],['2-1/8 in'],['0.44'],['0.87'],['1.96'],['0.7'],['2.37'],['1.36'],['7860 lbf'],['33000 lbf'],['2590 lbf'],['6400 lbf'],['3320 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['3.457 in'],['3.95 in'],['EUDR-40MM']
